dp1;dp2;dp3;dp4;dp5;dp6;dp7;dp8;dp9;dp10;dp11;dp12;dp13;dp14;dp15;dp16;dp17;dp18;dp19;dp20;dp21;dp22;dp23;dp24
-0.049408182;-0.031093382;-0.017291066;-0.001798656;0.014194837;0.012759998;0.05581442;0.043859649;0.046121593;0.032258065;-0.010318665;-0.003754967;-0.014540648;0.015065416;-0.014000792;-0.006851448;-0.027516293;-0.016377516;0.00074606;-0.000932662;0.084282969;-0.009392099;-0.05141411;-0.05901947
-0.048423033;-0.014823902;-0.022076434;0.00262895;-0.007695957;0.024048515;0.046028061;0.053955453;0.04227672;0.027225316;-0.002182548;-0.005784907;-0.018811003;0.007762659;-0.007314897;-0.013157895;-0.030953478;-0.010251587;-0.003598826;0.006242315;0.079579919;-0.009799633;-0.046147618;-0.063363891
-0.044324108;-0.027867318;-0.012734798;-0.002673654;0.00096334;0.026601921;0.05491388;0.052242389;0.038909792;0.026908219;0.002887518;-0.004904966;-0.019505275;-0.004846527;-0.002522295;-0.023636778;-0.007229586;-0.023148584;-0.014576141;0.015622754;0.079627431;0.000175623;-0.050501868;-0.059240242
-0.052493966;-0.029128248;-0.012733401;0.001183878;0.003971875;0.0243412;0.051543241;0.047124988;0.034813367;0.034967864;-0.015760652;0.011865995;-0.026328795;-0.001822822;-0.00640615;-0.008852822;-0.020682233;-0.013998;0.003541856;-0.014533904;0.074399067;0.002157691;-0.037697868;-0.052641654
-0.062024932;-0.026172185;-0.009384607;-0.010896807;0.008726955;0.019893543;0.010169492;0.02405373;0.040326646;0.023053629;-0.002417211;-0.013547098;-0.013136451;-0.012203661;-0.01235443;-0.019549336;0.001038529;-0.006665278;0.000939997;0.018206269;0.077927196;0.008121636;-0.042258932;-0.045867416
-0.043558121;-0.052185401;-0.015378482;-0.010037496;-0.000347927;0.010270613;0.007434944;-0.009963924;0.038051149;0.031517531;0.010041662;-0.001808607;-0.004268488;-0.008591988;0.002370179;-0.000322876;0.008467764;0.008819935;0.012302192;0.029448105;0.061279693;0.005425213;-0.035945502;-0.069752049
-0.036637121;-0.035419915;-0.01819326;-0.005906538;0.009249624;0.023205551;0.062632754;0.069134292;0.050814082;0.045677148;-0.016330581;0;-0.020215014;0.004722878;0.011025358;-0.020306443;-0.01531595;-0.026091127;0.000194363;-9.7177e-05;0.073574839;0.007286466;-0.064390785;-0.05500442
-0.052446103;-0.024348201;-0.016272677;-0.006004003;-0.003239319;0.036251785;0.042350953;0.060964604;0.047775087;0.029340524;-0.010777521;0.007167808;-0.020181727;0.008359745;-0.008913393;-0.012071687;-0.027560733;-0.008583691;0.001741992;-0.01333528;0.075708292;-0.002455773;-0.05118147;-0.062978892
-0.048515266;-0.019694838;-0.025456558;-0.007426578;0.006080396;0.031707452;0.047874317;0.055535957;0.030896978;0.027661869;0.003231913;-0.006288727;-0.025271267;0.005976379;0.000283701;-0.029942418;-0.013042412;-0.004154303;-0.009160609;-0.002102839;0.073201352;0.012590261;-0.06340167;-0.0575808
-0.057356475;-0.016296214;-0.014522938;-0.002384332;-0.007989044;0.036559987;0.044290807;0.068782529;0.034516192;0.016822607;-0.002909569;-0.004238685;-0.025815087;0.005698556;0.004228736;-0.022598322;-0.014823599;-0.008097166;-0.000903751;-0.017225656;0.075625707;0.001420387;-0.041632456;-0.065508634
-0.054311371;-0.035079778;-0.007514885;-0.007221058;0.009191925;0.030565693;0.048555927;0.050993274;0.042692939;0.023495426;0.001616661;-0.000760456;-0.02425409;0.003792483;-0.007697179;-0.017961117;-0.024698826;0.004785907;-0.003154093;-0.019551348;0.065534225;0.028493308;-0.050923905;-0.058916953
-0.062044193;-0.035673451;-0.017023775;-0.002845962;-0.005;0.021837927;0.009760632;0.02139221;0.027241264;0.036123729;0.001380116;-0.009379663;-0.013367831;-0.011131725;-0.013034353;-0.030362887;-0.0106003;0.011860211;0.008207934;0.004191922;0.071093665;0.031301824;-0.032882112;-0.075403557
-0.04762182;-0.043009443;-0.010766149;-0.011010568;0.010129147;0.006028636;-0.00137836;0.013945959;0.026477945;0.024620874;0.002698739;0.003976143;-0.003976143;-0.003639138;-0.010759681;-0.000832491;0.00486618;-0.000947643;0.004139318;0.025286954;0.081360049;0.03777905;-0.049188906;-0.061718836
-0.044688175;-0.032874386;-0.021693056;0.001259604;0.003518472;0.035969451;0.053353748;0.079215557;0.055936132;0.024156024;-0.002546523;0.004793817;-0.027004303;0.006197521;-0.001895167;-0.008522585;-0.014503778;-0.011405086;0.006694474;-0.006074646;0.064464545;0.00415479;-0.069440287;-0.050222505
-0.056778809;-0.029652113;-0.010721944;-0.001798238;0.001678456;0.035302424;0.055099516;0.071032772;0.04833897;0.025219351;0.019876242;-0.004186241;-0.016448141;-0.007896865;0.001240991;-0.02433372;-0.017453039;-0.011505177;-0.010519927;-0.024289831;0.057674795;0.018416565;-0.055062255;-0.067496309
-0.048289738;-0.031768197;-0.023326754;-0.001695942;0.009532428;0.026543429;0.06055795;0.052936134;0.062597967;0.029086341;-0.011302682;-0.003280587;-0.021490671;0.006201703;0.001862836;-0.025394306;-0.008171501;-0.019330095;-0.009859374;-0.018526316;0.070718459;0.022898522;-0.06153079;-0.059764756
-0.063098592;-0.011585045;-0.019131365;-0.009159937;0.011556519;0.020259463;0.044271132;0.065447441;0.048205128;0.024630298;-0.009424701;-0.011308402;-0.023007064;0.012477809;0.002718349;-0.016523899;-0.019820378;-0.030915828;0.013458663;-0.009809148;0.072988179;0.011979605;-0.041078692;-0.077545803
-0.048813713;-0.039150552;-0.016347444;0;0.008451222;0.019206378;0.048791876;0.059909362;0.042539783;0.032478373;0.001392896;-0.006783719;-0.016348774;0.01404395;-0.012112648;-0.018551735;-0.024929297;-0.009806012;-0.004401267;-0.014521023;0.056639796;0.039037217;-0.03955288;-0.05514316
-0.068110059;-0.04122483;-0.024381234;-0.00763311;0.015826531;0.003825507;0.003810929;0.04215963;0.050229358;0.023219814;-0.003394099;-0.011915269;-0.007240323;-0.009773634;-0.03188439;-0.018467329;-0.013506245;0;0.015759312;0.004373264;0.074267545;0.03019519;-0.041533373;-0.066598009
-0.052104208;-0.039938947;-0.019923974;-0.000927214;-0.009587217;0.014478316;0.004736219;0.011743215;0.036173736;0.035997297;0.016279627;0.004738214;-0.006401897;-0.004768717;-0.005512283;-0.001563346;0.010654217;-0.009932388;0.037179109;0.015635778;0.055133396;0.008064083;-0.046236441;-0.077111241
-0.031628823;-0.031500064;-0.017443374;-0.012952683;0.005439469;0.053441504;0.053941909;0.095938455;0.050407787;0.032018585;0.009005888;-0.002466091;-0.024392682;0.016958507;0.004962779;-0.009150587;-0.022635408;-0.011823369;-0.001448975;-0.028254819;0.059039446;0.006706371;-0.057999281;-0.07365998
-0.079148181;-0.012145247;-0.000998004;-0.020553559;0.011023123;0.024396316;0.064039995;0.069472278;0.053306802;0.047697287;-0.005070203;-0.005096041;-0.025875796;0.00100776;-0.011650879;-0.013129552;-0.024985625;-0.010535838;-0.006655217;-0.013117242;0.062886434;0.018275967;-0.048644749;-0.067594868
-0.074560375;-0.023407663;-0.008512769;-0.015712114;0.009406381;0.014195088;0.053890035;0.07693619;0.060078548;0.034533394;-0.006491885;0.000901397;-0.023805906;0.013138463;0.001415571;-0.014041514;-0.006682774;-0.015070415;-0.002096656;-0.026799957;0.054524484;0.014088076;-0.056397785;-0.07581786
-0.051977135;-0.017578125;-0.035342775;-0.008327461;0.008837656;0.017694641;0.055542022;0.089869836;0.035535695;0.051532743;-0.00657436;0.006772908;-0.025942685;-0.003265306;-0.005020749;-0.018767173;-0.030174246;-0.009865033;-0.008094509;-0.021648626;0.050434878;0.038513867;-0.047298718;-0.048968788
-0.080075254;-0.020042064;-0.024157339;0.004343383;-0.008962868;0.036864032;0.032079039;0.070977827;0.050465965;0.034479156;-0.006491834;-0.001966161;-0.026767438;0.006151888;0.000634249;-0.020821099;-0.021594503;-0.025457794;-0.006922771;-0.02572236;0.049903156;0.056284773;-0.037792409;-0.078829467
-0.073067744;0.000127024;-0.02886226;-0.008534104;-0.0006595;0.009847043;0.015298846;0.053106212;0.036298293;0.013091759;0.013953757;-0.009435048;-0.009524916;-0.015288722;-0.009047619;-0.01822241;-0.0122534;0.001478379;0.013207778;0.006176951;0.038486589;0.056342799;-0.053328823;-0.0725003
-0.061625369;-0.018854048;-0.029867105;-0.014569908;0.005207967;0.004761905;0.000279408;0.021692573;0.039000201;0.035509071;0.007961079;0.010018785;0.004475942;-0.000620463;0;-0.011109031;0.008498938;0.009660639;0.01710864;0.020744649;0.032572529;0.028870648;-0.046129253;-0.0729255
-0.043810625;-0.022448031;-0.015023347;-0.010418095;0.020863162;0.011805742;0.072121874;0.085975537;0.064032622;0.042028228;0.004597231;-0.002040608;-0.009956377;0.004939288;-0.005145621;-0.011518705;-0.024190567;-0.01823577;-0.001525719;-0.029774752;0.062163192;0.033940526;-0.05548854;-0.071747877
-0.061532947;-0.034484921;-0.007556836;-0.013200466;0.01127016;0.015466224;0.05369376;0.081411439;0.046748187;0.037966805;-0.013116098;0.002163722;-0.036363636;0.011988754;-0.006454002;-0.012066848;-0.010258625;-0.022612514;-0.000555278;-0.031137184;0.047765535;0.055242749;-0.054587935;-0.069012255
-0.039608685;-0.063284782;-0.014892227;0.00629756;0.013768022;0.006044627;0.055597108;0.063417499;0.056415929;0.036129305;-0.00708112;-0.009660821;-0.017348731;0.010785413;-0.000743771;-0.012406417;-0.023188721;-0.028826816;0.004411515;-0.031760592;0.043091655;0.067187921;-0.046551356;-0.072144516
-0.050225836;-0.041619372;-0.022665104;0.007612548;0.010017563;0.014138817;0.037939022;0.082695253;0.047056224;0.035928144;-0.007943974;0.004815745;-0.030645247;0.022256536;-0.000210659;-0.021184862;-0.01147062;-0.022674739;0.004221753;-0.020722487;0.040476851;0.050640958;-0.04005059;-0.079391703
-0.060584248;-0.022899331;-0.026810339;-0.01111329;0.006290957;0.015556132;0.052117264;0.067484663;0.060324312;0.033697776;0.004457113;-0.004457113;-0.017500655;-0.000528737;-0.004877532;-0.01391416;-0.009312398;-0.006548788;0.001859854;-0.02210189;0.02264818;0.028748318;-0.027984071;-0.095499514
-0.024682352;-0.034564809;-0.026077976;-0.012769038;-0.004647766;-0.013669258;0.022414943;0.055544866;0.045257701;0.038949646;-0.006676643;0.00552868;-0.009579318;-0.006515416;-0.024816828;-0.003476176;-0.008804197;0.002178122;-0.00654863;0.023328523;0.008050195;0.031908105;-0.036752733;-0.06420055
-0.05637828;-0.024080087;-0.030020848;0.003099465;-0.012028586;-0.001424704;0.011622962;0.01232493;0.034607756;0.013489149;-0.00013267;-0.007190413;-0.004822505;-0.006601549;-0.00094665;-0.011156463;-0.003014525;0.010918521;0.02294532;0.019442985;0.033013436;0.031836482;-0.017218054;-0.059793024
-0.073457127;-0.007540727;-0.024284475;0.003797283;0.000437222;-0.023886759;0.021552997;0.025236138;0.047953298;0.035990403;0.01855095;-0.011115419;0.002336752;-0.008464093;-0.001308558;-0.004330425;0.004199475;0.006136171;-0.006791171;0.009650496;0.036442406;0.078162578;-0.032100653;-0.073853779
-0.047418335;-0.026382339;-0.023687715;-0.005547258;-0.001141715;0.022310082;0.055001019;0.080669711;0.071365587;0.033924785;0.009066579;-0.004905434;-0.007238429;-0.007291206;0.004425268;-0.019731342;-0.014515763;-0.01844593;-0.01205736;-0.028185835;0.027832527;0.064641167;-0.03197756;-0.06498705
-0.067291365;-0.031464833;-0.01953072;-0.000136977;0.011034671;0.000270929;0.051978892;0.075833488;0.067154294;0.041364256;0.00543855;-0.003729157;-0.025513514;0.009047801;0.000108513;-0.017292328;-0.023116869;-0.015828731;-0.005063291;-0.02499708;0.047236819;0.035356054;-0.001634966;-0.098792284
-0.060673739;-0.023300971;-0.023856859;0.002679169;-0.000267594;0.005737541;0.052092782;0.072658675;0.060585355;0.040184132;-0.010996637;-0.012205001;-0.020419365;0.008284089;0.004718793;-0.028087705;-0.013375652;-0.031411185;0.003174417;-0.031477286;0.034055728;0.060186237;-0.011308204;-0.067066144
-0.079206694;-0.016002082;-0.035097084;-0.003129039;0.006112885;0.011311608;0.047964451;0.067817509;0.05;0.030717677;-0.015744539;0.010229042;-0.036380019;0.007656705;-0.004792879;-0.034205934;-0.019241111;-0.009335031;-0.006844292;-0.031137128;0.024246969;0.061868007;-0.002440583;-0.057088146
-0.067367081;-0.036090427;-0.009058468;-0.019771651;-0.004510218;-0.007799759;0.029871678;0.027796703;0.054894785;0.013142929;0.004759519;-0.010046465;-0.013596798;-0.004616568;-0.006059434;-0.018006263;0.022135417;-0.013222712;-0.000652699;0.013746596;0.018503158;0.05592085;0.00346124;-0.078890334
-0.067026451;-0.035786962;-0.016424146;-0.006558333;-0.002195711;-0.023574765;0.016664187;0.021313869;0.027354324;0.015895148;0.010321338;-0.002192982;-0.019955654;-0.000840218;-0.016669021;0.008228117;-0.000141293;-0.016813907;0.0024399;0.007568725;0.036317921;0.07804878;-0.001015615;-0.04786058
-0.075641292;-0.03138457;-0.019769357;-0.006373293;-0.001371011;-0.011652867;0.012414744;0.015867019;0.02837718;0.026175751;-0.00669468;0.001428163;-0.013361109;-0.006238665;-0.010239906;-0.005159578;0.010731349;0.003648836;0.0032;-0.001017072;0.027526882;0.073821847;0.001706149;-0.028865979
-0.07215774;-0.031984671;-0.044090631;0.01151751;-0.002634229;-0.006537983;0.021322621;0.038092382;0.058432745;0.0195189;0.001768106;-0.006407198;-0.003836668;0.000823384;-0.006468038;0.004683196;-0.006479631;-0.01028778;0.018277485;-0.00316086;0.020840428;0.073246753;0.004624711;-0.075176296
-0.05810736;-0.018551808;-0.02468773;-0.009868421;0.013284573;-0.001186944;0.075840891;0.076113575;0.081350541;0.035561713;0.004301562;-0.011474013;-0.001715364;0.011154109;-0.002266289;-0.022832884;-0.011556645;-0.018605202;-0.016644554;-0.019651191;0.008276203;0.052234336;-0.004094765;-0.091198823
-0.059379753;-0.032691509;-0.009622188;-0.007564404;-0.007622061;0.016323024;0.047962296;0.080675544;0.067567568;0.040816327;-0.004604413;0.001911723;-0.035561146;0.023583549;0.002271437;-0.011064849;-0.019224088;-0.024142012;0.010604707;-0.044961522;0.010360138;0.059754791;-0.006842563;-0.065500871
-0.064251363;-0.041661031;-0.014750905;-0.004355462;-0.012040513;0.015834865;0.056698923;0.07758456;0.052543587;0.044707355;-0.005467225;0.010129682;-0.021040851;-0.000678887;-0.003174243;-0.005008537;-0.02788545;-0.009787159;-0.01060218;-0.0348483;0.005688141;0.059924646;0.001392596;-0.068733881
-0.069807804;-0.037592454;-0.018143754;-0.017045455;0.004574042;-0.002856327;0.047472773;0.082635983;0.057205586;0.032316397;0.000344372;0.002292789;-0.023635732;0.015473213;-0.023240876;-0.01236476;-0.01397422;-0.006816799;-0.014269898;-0.026743675;0.015656566;0.038820639;0.001565416;-0.059344608
-0.070040967;-0.043660789;-0.032863167;-0.007717424;-0.009580838;-0.014545455;0.01874811;0.030968884;0.031446541;0.034573365;0.007044161;0.004713487;-0.001882733;-0.009874873;-0.000815993;-0.00258838;0.008151066;0.004589633;0.012846246;0.012158055;0.030653819;0.02974211;-0.013319226;-0.07165109
-0.056620752;-0.024079014;-0.024972294;0.002092676;0.00565813;0.020863944;0.059400353;0.106996952;0.067217893;0.037386344;0.009050773;-0.002089864;-0.011962782;-0.002901462;0.009675805;-0.02159199;-0.020566728;-0.01923189;-0.013865023;-0.028687284;0.014265683;0.037888236;0.004303577;-0.062724443
-0.069036052;-0.045503792;-0.022279829;-0.009253328;0.005562291;0.011313817;0.046696882;0.088874639;0.065787911;0.057615007;-0.017075306;-0.002763805;-0.033543449;0.020396601;-0.004947712;-0.013276596;-0.01902785;-0.008887849;-0.013600615;-0.037484078;0.028395588;0.035410765;-0.001625073;-0.070973175
-0.068760885;-0.038121171;-0.029291649;-0.000857878;-0.018041423;0.02317714;0.051978654;0.077777056;0.05942275;0.041065867;0.004398579;0.012636287;-0.025889239;0.002733174;0.014451846;-0.022787824;-0.027789082;-0.015566514;0.005732028;-0.04505053;0.006456419;0.043346652;0.020874868;-0.062847908
-0.077945425;-0.038542731;-0.023747629;-0.014178303;-0.008691873;0.02130416;0.056739552;0.071998443;0.069265639;0.050119604;-0.012636287;0.006505889;-0.027428312;0.001722257;0.012766442;-0.018518519;-0.016167491;-0.02169146;-0.0030003;-0.051534953;0.007815454;0.052454607;0.031660413;-0.068035331
-0.084481648;-0.033773159;-0.025780094;-0.005150951;-0.011832612;0.017268672;0.046680137;0.089986996;0.061278649;0.030655757;-0.002272727;0.002726653;-0.01797264;0.0044949;0.013931712;-0.023289164;-0.022300469;-0.011580016;-0.005055977;-0.038125692;0.001002506;0.031800814;0.036333313;-0.062997828
-0.068965517;-0.041984733;-0.029530201;-0.002584721;-0.026515152;0.003095747;0.016205562;0.118784907;-0.009430915;0.042185515;0.007315108;-0.013556371;-0.012600806;0.006320313;-0.022168429;-0.0302099;0;-0.010008674;-0.000134129;-0.005649718;-0.00297217;0.049353391;0.03043754;-0.053353854
-0.072789348;-0.028752156;-0.022866416;-0.022790733;-0.009048386;-0.01364976;0.00994561;0.034943786;0.025648585;0.048011364;0.008425996;0.012982576;-0.014772261;0.00220234;0.000412399;-0.002476951;0.004810666;-0.002058884;-0.000412286;0.011072381;0.00298629;0.049309274;0.023334396;-0.071405261
-0.040185045;-0.040693076;-0.019264967;-0.002097064;-0.00390625;0.001955034;0.074909617;0.107748104;0.068990515;0.048880533;-0.001446936;0.010195035;-0.022409276;0.003039685;0.011622709;-0.025316456;-0.018517454;-0.015560105;-0.012815949;-0.026624713;-0.002456097;0.031703775;0.024124743;-0.058770722
-0.078431373;-0.046683047;-0.00462282;-0.011154253;-0.01588551;-0.002889338;0.064136676;0.079729026;0.063326459;0.044495545;0.000562208;0.003702665;-0.015461881;0.007252947;-0.000790737;-0.009537868;-0.009744913;-0.04295381;-0.007847872;-0.034149048;0.002755511;0.036229659;0.024191146;-0.058160669
-0.082109913;-0.043466224;-0.023768614;-0.003629237;-0.003788431;0.002478676;0.051223838;0.081231749;0.069441024;0.02954279;0.005529954;0.017424976;-0.025846295;0.007387741;0.013479552;-0.024697031;-0.010287585;-0.027518018;-0.005207387;-0.036975206;-0.002775675;0.030727126;0.02945437;-0.053374046
-0.082581994;-0.023023368;-0.023851528;-0.016707475;-0.001308044;0.01156738;0.042080079;0.088274045;0.068251066;0.040528838;-0.005674725;0.005448354;-0.021047815;0.031406463;0.007811628;-0.040834846;-0.008722452;-0.009388569;-0.01007288;-0.022523336;-0.002073044;0.021972715;0.010571955;-0.061883299
-0.067039106;-0.037523966;-0.024726245;0.002571796;-0.005867621;-0.012420566;0.065504639;0.072285995;0.080330558;0.027425674;-0.002162162;0.008168822;-0.017898877;0.015749829;0.004970067;-0.022561531;-0.016968852;-0.015712682;-0.013788142;-0.04455415;-0.005950497;0.024335173;0.048609432;-0.057941087
-0.068572907;-0.04647337;-0.017984847;-0.017877739;-0.010676417;-0.018250612;0.03790216;0.035127479;0.065046125;0.047370432;-0.001120169;0.004349177;-0.016502063;-0.011027315;-0.008190427;-0.018546138;-0.000130916;-0.001179014;0.003663483;-0.011294983;0.003691496;0.03019895;0.020222447;-0.055952151
-0.061937244;-0.039919586;-0.027478648;-0.00195975;-0.025831104;-0.007460367;0.012557166;0.019224901;0.052391464;0.024505985;0.023919806;-0.000956872;-0.005485464;0.004390779;-0.002879276;-0.011600608;-0.000138918;0.01653348;0.003410409;-0.006421204;-0.004395604;0.033434856;0.048837511;-0.058462743
-0.064525082;-0.038138379;-0.021683481;0.000456586;-0.013172002;0.017120147;0.077645859;0.09306057;0.074657155;0.03265687;0.007317631;0.008959456;-0.027701465;0.006594551;0.011921137;-0.022236304;-0.029797801;-0.00746988;-0.003149225;-0.029545734;-0.004006511;0.030027804;0.023580366;-0.065197372
-0.075605901;-0.042214146;-0.019173935;0.005226481;-0.037168142;0.026105013;0.048989502;0.070347703;0.079600749;0.031299829;0.005797774;0.009550659;-0.015929816;0.0183317;-0.000114253;-0.018799377;-0.020465773;-0.012676393;-0.010647308;-0.029375463;-0.004016568;0.012995127;0.047746001;-0.063499817
-0.073483264;-0.033117152;-0.027163479;-0.014229708;-0.00190295;0.009043174;0.065585282;0.059758591;0.083936679;0.042420749;-0.00816049;0.016926202;-0.009556467;0.004845889;0.007169262;-0.018247353;-0.021834061;-0.012509499;-0.013621558;-0.026708562;0.013383623;0.009263158;0.01768441;-0.075702076
-0.054357036;-0.031439265;-0.030462554;0.001139763;-0.014052194;0.012056839;0.065682351;0.062135922;0.069909735;0.050773005;-0.007819482;0.00559159;-0.006040268;0.005147717;0.000557942;-0.016534503;-0.025034451;0.001742869;-0.003721796;-0.037632813;0.021070274;0.007553405;-0.002590064;-0.060230723
-0.06355768;-0.026497229;-0.040251572;0.009228367;-0.019694591;0.003453237;0.053948288;0.079581836;0.067516697;0.044112579;0.003030133;0.003020979;-0.00886495;-0.008830522;-0.0003412;-0.009601097;-0.00379725;-0.01650587;-0.003169572;-0.018751484;0.009301216;0.007685486;-0.00165036;-0.04179464
-0.085160959;-0.039756814;-0.01885465;0.006653925;-0.004383794;-0.03504218;0.046031405;0.027647221;0.05296343;0.032440684;0.004247345;-0.002996255;0.003993012;-0.005995503;-0.027432055;-0.01544151;0.014668657;-0.019781364;0.00354261;-0.005384464;-0.008330579;0.025820827;0.024287358;-0.045466288
-0.060036757;-0.048149479;-0.028379388;-0.019583843;-0.011968602;0.004057428;0.009455165;0.017130621;0.038959108;0.041982008;0.013888889;0.003304875;-0.008976041;-0.000138725;0.01227163;-0.007151699;0.002205984;-0.00455518;0.002901154;-0.013890818;0.005996792;0.022817869;0.058319039;-0.052226534
-0.059105765;-0.01924329;-0.024249593;-0.014928749;-0.003043214;0.006834232;0.08603708;0.107987388;0.047575592;0.042800651;0.002842686;0.007127906;-0.010767923;0.010204082;0.002591111;-0.007793528;-0.028172253;-0.029829545;-0.003129137;-0.03233709;0.000622316;0.007437709;0.034947215;-0.057542482
-0.055703434;-0.048847233;-0.013555493;-0.002989962;-0.008304696;-0.008954362;0.057625925;0.079431878;0.068527454;0.045024244;-0.007479601;0.006010774;-0.021370207;0.018993135;-0.015073655;-0.010874595;-0.011111761;-0.026336174;0.000241488;-0.043923504;0.003777386;0.015587007;0.03715847;-0.046727262
-0.073028616;-0.046198268;-0.017033357;-0.027281962;-0.00147232;0.019983954;0.061590146;0.069218668;0.071947719;0.030879963;0.000914181;0.01124425;-0.021461187;0.011359073;0.000228154;-0.025763965;-0.009171076;-0.011165222;0.005835765;-0.026349034;-0.010047788;0.022526636;0.028369636;-0.068014038
-0.074189567;-0.047096195;-0.017262287;-0.00997903;-0.008319346;0.001903507;0.072873353;0.08553017;0.064282262;0.042172817;0.002354128;-0.0055016;-0.014058957;0.005124993;-0.003299767;-0.005141976;-0.019082866;-0.015414485;-0.014692707;-0.036265621;0.001122404;0.028868006;0.034394525;-0.054320394
-0.078572346;-0.051542152;-0.013742297;-0.011910741;-0.008262666;0.013158846;0.039707125;0.079543948;0.064054304;0.048769105;-0.004223021;0.009221836;-0.020609114;-0.000810138;0.005311778;-0.014033053;-0.018863476;-0.020197163;-0.002066744;-0.036431227;-0.002654028;0.014073888;0.036265621;-0.02189781
-0.079018028;-0.027530364;-0.030564046;-0.011921658;-0.019607843;-0.0032084;0.012916334;0.044137348;0.053705693;0.039351407;-0.001509624;0.009273183;-0.025645885;-0.014566549;-0.01702462;-0.007956504;-0.00828877;0.009220285;-0.013660104;-0.013302565;-0.005893236;0.023097826;0.038724974;-0.020890456
-0.084146844;-0.026026899;-0.024757644;-0.036128834;-0.065987385;-0.01754682;0.041666667;0.074656189;0.040089087;0.018459763;0.003281261;0.017086775;-0.001681614;-0.000140262;-0.005767743;-0.013922432;0.004852291;0.008505812;0.007033338;-0.013405772;0.002837282;0.01560194;0.040314315;-0.008745375
-0.072683986;-0.040477426;-0.029328215;-0.016814646;-0.013240807;0.003046581;0.014463959;0.028466983;0.072574089;0.036959261;0.014058555;0.013729977;-0.007918932;-0.021520022;0.006039808;0.002460361;0.001091554;-0.005195515;0.015236022;0.002157788;0.002959376;0.019024812;0.042185383;-0.048130418
-0.071114772;-0.039039257;-0.00608715;-0.021372667;-0.009323653;0.014785458;0.058032763;0.108943638;0.069809106;0.046300076;0.002731929;0.007587339;-0.019709484;0.004477355;0.000572574;-0.008507703;-0.021472751;-0.014137214;-0.007325128;-0.051427865;-0.008537751;0.006124011;0.038056023;-0.042643657
-0.078480845;-0.022361985;-0.028964726;-0.017169271;-0.010116037;0.002687771;0.049730987;0.095521178;0.066446425;0.049538154;-0.006682028;0.024547582;-0.027557029;0.011068834;0.006970234;-0.010416071;-0.021868094;-0.025729601;-0.005323654;-0.037069072;0.006149984;0.00896861;0.016358158;-0.030216718
-0.0739292;-0.037517241;-0.030830717;-0.027779819;-0.002686567;0.002537503;0.060010122;0.084828931;0.074138466;0.052812591;-0.001250213;0;-0.008221994;0.003776824;0.015191021;-0.025754986;-0.031783264;-0.011024566;0.002407029;-0.048510219;-0.011166096;0.016953441;0.031851852;-0.030222661
-0.070673669;-0.042138494;-0.018109791;-0.014525059;-0.003628184;-0.009055061;0.065010646;0.066967845;0.065414749;0.047266314;-0.002299908;0.016668569;-0.027664581;0.015820775;-0.001031696;-0.015138383;-0.028341993;-0.025476162;-0.008638776;-0.025354588;-0.006760635;0.016249841;0.03513547;-0.025238535
-0.077451107;-0.046460329;-0.021686403;-0.007092712;-0.017437175;-0.001183257;0.016293578;0.036171277;0.057688374;0.02964414;0.003724873;-0.000897839;-0.009541001;-0.017643599;-0.003169572;-0.018691589;-0.005269914;-0.008435374;-0.005755001;-0.004959361;0.004272032;0.015012966;0.02752171;-0.026438777
-0.077301476;-0.030728123;-0.028130255;-0.016888194;-0.008711491;-0.003505976;0.004142106;0.028831087;0.03177016;0.036865683;0.008043666;0.013216798;-0.006657695;0.00453772;0.001696353;0.003806302;0.009243697;0.004867534;0.016510732;0.005850738;0.017082521;0.024762908;-0.004172099;-0.046934546
-0.05559074;-0.033708692;-0.021795066;-0.001991269;-0.001995242;0.012367356;0.054468964;0.108710423;0.075764152;0.058455115;0.010202366;0.011202928;-0.028641754;0.002154317;0.006772773;-0.024022315;-0.006358014;-0.024891394;-0.011960292;-0.048810551;0.013303213;0.019872863;0.006213829;-0.044449963
-0.076466711;-0.030902004;-0.015099715;-0.010968394;-0.016386247;0.006469637;0.044705545;0.094411431;0.067401885;0.060907252;-0.000560947;-0.000673552;-0.019388854;0.002744112;0.005465725;0.002381898;-0.031413613;-0.010577036;-0.010570699;-0.033013715;0.005660842;0.026757068;0.003458763;-0.043428015
-0.072413349;-0.035928144;-0.019308801;-0.013655761;-0.007764198;0.014330754;0.051836452;0.068749592;0.088476374;0.038825061;-0.00724355;0.015536566;-0.016095909;-0.008541245;0.011669659;-0.015967615;-0.020498139;-0.012574223;-0.017969027;-0.024023661;0.018281978;0.002994909;0.003343683;-0.054246005
-0.056425521;-0.050658838;-0.017951799;-0.022063595;-0.010259417;0.021568056;0.040262768;0.0744;0.082809612;0.053213545;-0.015375919;0.003185076;-0.010388721;0.005721478;0.011232768;-0.025018564;-0.008014403;-0.025869706;-0.014707655;-0.023966079;0.011625031;0.007228178;0.012615235;-0.038955453
-0.074218496;-0.041193084;-0.016451567;-0.02124431;-0.00806629;0.006604535;0.054084828;0.078039686;0.069767442;0.042354042;0.008556272;0.012978952;-0.02210759;0.012078396;0.004181972;-0.032786885;-0.022511639;-0.010545237;0.001083619;-0.043777668;0.012617902;0.002479851;0.030968057;-0.040796325
