dp1;dp2;dp3;dp4;dp5;dp6;dp7;dp8;dp9;dp10;dp11;dp12;dp13;dp14;dp15;dp16;dp17;dp18;dp19;dp20;dp21;dp22;dp23;dp24
-0.037283353;-0.02074904;-0.026340945;-0.011692108;0.012122524;0.023601956;0.081636767;0.099296001;0.042560494;0.018809821;0.009110682;-0.006640161;-0.009420709;-0.005411481;-0.003261006;-0.001257071;0.008849558;0.038477215;-0.003124124;-0.020916092;-0.005257105;-0.01560425;-0.053863666;-0.061047173
-0.050117839;-0.028521391;-0.019373687;0.005368019;-0.007440322;0.03164557;0.057393851;0.104155424;0.021314387;0.01585786;-0.007026245;0.006367057;-0.018719581;0.002013592;0.01604656;-0.008115942;0.005473091;0.033261497;0;-0.022324678;0.00106283;-0.019055475;-0.081386782;-0.03727394
-0.056806674;-0.022790021;-0.012261163;-0.004740313;0.00381463;0.028703281;0.068372767;0.077378815;0.05333109;0.011972146;-0.002675206;0.002270332;-0.02194383;0.007258929;-0.002798354;0.00172932;0.013727733;0.033200319;0.006728738;-0.026788889;-0.000721125;-0.021550676;-0.054085881;-0.064890436
-0.033866504;-0.034066094;-0.021456015;0.007937704;0.007179896;0.014402683;0.068300066;0.081011103;0.039361614;0.021896932;-0.011089393;0.002883922;-0.00248288;-0.001203611;-0.006767099;-0.000404253;0.003551824;0.029298503;0.012056158;-0.019990629;-0.002922706;-0.018200687;-0.051565986;-0.063719912
-0.043508383;-0.02834706;-0.018827221;0.001582591;-0.003068547;0.029497949;0.057495442;0.096440773;0.035500081;0.019400631;-0.008865179;-0.000236435;-0.017732893;-0.006681425;0.005557569;-0.002332033;0.000643863;0.034629981;0.005811926;-0.026144814;0.007900142;-0.030680729;-0.041918648;-0.063108279
-0.041116681;-0.025682488;-0.02132736;-0.011683168;0.00208924;0.017437565;0.029635331;0.047123085;0.027827328;0.030065416;0.003918896;-0.004602011;-0.012289975;-0.004854369;-0.01815073;-0.011480443;0.018358388;0.059929244;0.019668907;-0.016116497;-0.005955828;-0.026054799;-0.042083297;-0.041430579
-0.054002662;-0.018639972;-0.02816617;-0.000204813;0.003680229;0.007725147;0.019651093;0.027901513;0.01323614;0.031603132;0.009646745;0.00118792;0.000730327;-0.006500343;-0.010711977;0.003521779;0.027194744;0.060928771;0.025259284;-0.00422133;-0.02002262;-0.023199075;-0.038128861;-0.047625628
-0.043780135;-0.020115515;-0.014489083;-0.003783425;-0.001948418;0.036085072;0.063464673;0.102776554;0.031114596;0.028834602;-0.003242517;-0.003650504;-0.018049817;0.003797519;0.006831425;-0.020635242;0.002857726;0.030667951;0.007875876;-0.017169759;-0.001837281;-0.011175879;-0.056363788;-0.064459161
-0.05426175;-0.022502557;-0.013988789;-0.00059964;-0.004207574;0.031520182;0.051461877;0.095380554;0.029131838;0.015379634;0.000321259;-0.001687764;-0.018673378;8.19504e-05;0.004333783;-0.007699238;-0.012659799;0.046443532;0.009651135;-0.014032584;-0.004641485;-0.02115673;-0.05048087;-0.057532911
-0.060366714;-0.026823876;-0.00840084;0.004109246;0.0009997;0.02037385;0.066903241;0.083362583;0.028482458;0.012125158;-0.008774068;0.006587776;-0.015439284;-0.010260654;0.01461421;-0.024140363;0.001174891;0.050841916;0.012594558;-0.016748026;0.000720144;-0.02946309;-0.042657019;-0.05812359
-0.045475725;-0.039082248;-0.006565858;-0.00319904;-0.000801362;0.025133584;0.058990895;0.090841138;0.036988111;0.008555977;-0.007826683;0.008228461;-0.029760691;0.000910031;0.000661321;-0.005884547;-0.010949058;0.051739664;0.014419268;-0.015776747;-0.009312781;-0.015033928;-0.053899517;-0.059991099
-0.051774452;-0.032307164;-0.003499475;-0.002707989;0.006506832;0.026971159;0.054789344;0.083439799;0.035720219;0.019477108;-0.007390746;-0.003796906;-0.02458009;0.006202191;-0.006534056;-0.008583691;-0.014075604;0.046187653;0.027813299;-0.030084814;0.004943074;-0.022148666;-0.047983752;-0.060292082
-0.046266196;-0.02648683;-0.0192;-0.00141457;0.000808571;0.012749084;0.039982404;0.037707462;0.018289895;0.022932903;0.00132761;-0.006121634;-0.001692273;-0.011565876;-0.009604929;-0.014305365;0.004515505;0.056468906;0.042524239;-0.011558757;-0.014767037;-0.02615851;-0.031197076;-0.052215925
-0.038902937;-0.037385066;-0.008063682;-0.007710743;-0.007876083;0.014444212;0.020569783;0.00922126;0.026671975;0.020606532;0.009193641;-0.006791334;-0.005582291;-0.010380791;-0.002929974;0.003612399;0.006895547;0.077230855;0.035118602;0.002505291;-0.002418798;-0.026465691;-0.046249602;-0.045180007
-0.031934352;-0.03954918;-0.009240785;-0.002006442;0.007267365;0.026815758;0.069428008;0.107588944;0.036381969;0.012465147;-0.005967221;0.003682638;-0.017551811;0.004396334;-0.000331126;-0.011072722;-0.0111967;0.043074884;0.016566144;-0.017701963;-8.11853e-05;-0.028491436;-0.046062471;-0.067362901
-0.049477419;-0.024784751;-0.016052017;0.002863571;0;0.023814329;0.068194953;0.072963877;0.036552193;0.016886019;-0.014634751;-0.003003003;-0.004857215;0.006192987;-0.009303885;0.001262361;-0.012610554;0.028048371;0.023731588;-0.013351787;0.00392638;-0.023206838;-0.055650979;-0.059398736
-0.053122895;-0.017049703;-0.015914044;-0.008104642;0.01391162;0.022002311;0.067780338;0.07927944;0.033234922;0.015560038;-0.011089662;-0.007462068;-0.022895623;0.017304689;0.00217355;-0.011759765;-0.000169005;0.020823751;0.032407784;-0.021789316;0.003515226;-0.034534285;-0.053514897;-0.055598809
-0.044594269;-0.025743365;-0.011487826;-0.009657865;0.014960549;0.021630867;0.068998655;0.069491145;0.037581838;0.005908051;-0.01605754;0.000252898;-0.016486785;0.007427327;-0.007341642;0.003677571;-0.011418759;0.0352038;0.032716986;-0.015692971;0.000982962;-0.023776977;-0.042906693;-0.062175698
-0.055223238;-0.027944112;-0.009048854;0.001224865;-0.004396054;0.028481972;0.061389961;0.07490873;0.026915824;0.021172434;-0.010907123;-0.005288119;-0.013898305;-0.008742607;0.011895084;-0.011895084;-0.015179772;0.042265572;0.02555937;-0.016469038;0.011064322;-0.026289517;-0.038757358;-0.057982777
-0.050754654;-0.017444439;-0.015732251;-0.010253287;0;0.02259887;0.028033246;0.030190121;0.029031211;0.012537476;-0.006612618;0.003266491;-0.006999682;-0.021576763;-0.002146223;-0.019049415;0.009570285;0.051272627;0.051836984;-0.005629958;-0.013174323;-0.019164297;-0.043329121;-0.039806145
-0.043158411;-0.018107329;-0.010776415;0.00257639;-0.003918738;0.015786776;0.017442154;0.018811881;0.011507704;0.014726406;0.012533232;-0.015882828;-0.007795583;-0.010684798;-0.001661535;0.011573061;0.007513727;0.052336449;0.058355438;0.005995717;-0.017139658;-0.024268003;-0.040223362;-0.055716939
-0.027712938;-0.012670417;-0.019051542;-0.007618849;0.012390026;0.028459224;0.073808601;0.090098127;0.044322023;0.026032642;-0.014182124;0.001532073;-0.020677304;0.002628769;0.005400098;-0.014382577;-0.010987182;0.031630972;0.036071187;-0.021104217;0.004622619;-0.031171768;-0.041448608;-0.063247034
-0.042323613;-0.031369142;-0.013723651;0.00129154;0.011843664;0.028245309;0.064879332;0.063192521;0.039644678;0.011148093;-0.009375376;0.003375663;-0.010080239;-0.004793435;0.000162866;-0.012618814;-0.018643362;0.035646505;0.028292839;-0.022554294;0.007068273;-0.026519606;-0.055236486;-0.062522393
-0.041240032;-0.028042406;-0.011862633;-0.00462358;0.007527475;0.028582693;0.054723312;0.068757218;0.03956562;0.011572079;0.000571032;0.006016749;-0.020142471;0.00856531;0.002375394;-0.023256776;-0.013149022;0.022897882;0.048389707;-0.025282023;0.003559007;-0.0366716;-0.05005366;-0.061260607
-0.044503996;-0.025276305;-0.014969151;-0.001121591;0.00893764;0.014753852;0.065436322;0.07370124;0.024150039;0.036224659;-0.015626285;-0.002489833;-0.009937784;-0.001511843;0.002769967;-0.005631909;-0.021384452;0.037601927;0.038395835;-0.013418505;-0.00389042;-0.033103562;-0.050077439;-0.051973922
-0.059741503;-0.017420736;-0.011615575;-0.003358266;-0.004700112;0.035412475;0.060861648;0.068104223;0.046756332;0.01669202;-0.006873415;0.00032838;-0.022830103;0.013512386;-0.000248581;-0.00490135;-0.012485859;0.016475016;0.031834136;-0.013345735;-0.006125699;-0.024548018;-0.058327933;-0.05065024
-0.047055441;-0.027661692;-0.011875159;-0.01315519;0.007318456;0.015085109;0.027831812;0.026216137;0.02974083;0.029604509;0.004865303;-0.002700027;-0.018739198;-0.002758621;-0.009715475;-0.006904273;0.017539789;0.032668205;0.059186936;-0.016670193;-0.019472687;-0.02030323;-0.049592793;-0.045619393
-0.042285828;-0.0189242;-0.021408332;-0.019818951;0.000540862;0.010863135;0.015181273;0.021368635;0.005348694;0.034082888;0.002178865;0.011508385;-0.004607166;-0.007891103;-0.000594354;0.004054388;0.01721945;0.034227964;0.054527218;0.00962855;-0.003522677;-0.025192067;-0.050934731;-0.046566001
-0.023614896;-0.041807851;-0.00748183;0.000857909;0.01140421;0.012218243;0.129626004;0.021826119;0.038122132;0.028762856;-0.002780469;0.00025309;-0.015299618;0.002139037;0.002475564;-0.010025277;-0.007086682;0.021619767;0.037232935;-0.01201053;-0.005393967;-0.017543123;-0.050173611;-0.063005143
-0.046976609;-0.024549753;-0.012195747;-0.009115393;0.006534253;0.029637928;0.056184159;0.0807575;0.027617157;0.025714286;-0.003657219;-0.009201941;-0.026741611;0.002500108;-0.009690258;-0.022240781;-0.017486437;0.022893937;0.06393632;-0.008161226;-0.00746989;-0.025856552;-0.043639576;-0.064991375
-0.031721167;-0.034508931;-0.023125;-0.000737968;-0.003486345;0.010317962;0.011041667;0.01092108;0.030573634;0.023668058;-0.001845825;0.005914005;-0.012645914;-0.009343496;-0.00723955;-0.006190096;0.003998001;0.040269768;0.071953078;0.01081848;-0.00974918;-0.021515056;-0.026649454;-0.049219573
-0.03791327;-0.034647303;-0.001796186;-0.005089059;0.016758893;0.025998143;0.075554902;0.075245365;0.046953175;0.036265179;-0.018051716;-0.003287581;-0.020459082;0.009283653;-0.003168515;-0.010916114;-0.024182867;0.000778176;0.067882937;-0.006318859;-0.006686236;-0.01882897;-0.054114222;-0.052843142
-0.045064276;-0.028249422;-0.009126924;0.007328214;0.010249266;0.017954378;0.061999435;0.064390589;0.033615569;0.024228534;-0.018198882;-0.000906357;-0.021664861;0.002439948;0.001595365;-0.014620748;-0.022818272;0.01366782;0.048702796;-0.000491119;0.000163733;-0.021847071;-0.054314197;-0.047016275
-0.049141448;-0.013906571;-0.012603583;0.00617284;-0.003579596;0.004373323;0.032297409;0.046428739;0.020594239;0.016740873;-0.007979431;0.001423234;-0.01387335;-0.008599231;-0.018256043;-0.007807417;-0.000279968;0.031781023;0.067953533;0.002109616;-0.01683101;-0.02878386;-0.03674918;-0.055019986
-0.035733622;-0.035395522;-0.013485965;-0.000737036;-0.008355809;0.017268611;0.022093744;-0.00296569;0.020777378;0.028478196;0.006607715;0.002804778;-0.00464666;-0.011810063;0.005678481;-0.007545691;-0.005029338;0.039728682;0.084360923;0.00348675;-0.009705767;0.02584562;-0.088519313;-0.055675754
-0.030018573;-0.024869718;-0.004713276;-0.00621347;0.00253218;0.025590346;0.091822235;0.055565677;0.036202245;0.0293102;-0.003992348;-0.00694125;-0.00614504;0.005221492;0.000587815;-0.01267213;-0.009825281;0.000600833;0.041755934;-0.002967114;-0.003969895;-0.031823539;-0.050162238;-0.058322533
-0.063862239;-0.028139978;-0.013260366;0.00158789;-0.00190577;0.029651284;0.069513406;0.053064275;0.034610741;0.030047192;-0.003332621;-0.001713356;-0.006623941;0.001810891;0.003268536;-0.014793027;-0.017938797;0.004426737;0.066609735;-0.00596817;0.009762555;-0.032973471;-0.044270494;-0.077900476
-0.038016853;-0.021707305;-0.012944319;-0.011753081;0.014231548;0.030772356;0.053538402;0.070693676;0.028473159;0.029103215;0.009296149;0.000495581;-0.029325513;0.01149814;0.011118077;-0.019813618;-0.024114997;0.00147563;0.057537593;0.010345811;-0.002840563;-0.027185106;-0.055975275;-0.072961963
-0.034209509;-0.023576225;-0.017670356;-0.005960333;0.004217022;0.042788268;0.06313985;0.048727764;0.024062894;0.024754154;-0.004195687;-0.003031834;-0.018386108;0.004799451;0.007580597;-0.013153399;-0.025689032;-0.002649943;0.071553452;0.002795593;0.001312874;-0.018956169;-0.053015356;-0.054029594
-0.046250476;-0.031868567;-0.006963718;-0.004059265;0.000508311;0.021217759;0.052136835;0.073332727;0.025645469;0.026088058;-0.005180481;-0.007230536;-0.012395993;0.005622764;-0.007932108;-0.009723358;-0.02583753;0.017066948;0.054393483;0.003216627;0.005256242;-0.02740181;-0.053152413;-0.05369923
-0.039260639;-0.026658768;-0.013804222;-0.002641471;0.003250051;0.026810724;0.046946546;0.051747867;0.028911415;0.025477161;-0.00016942;0.00304517;-0.031746032;-0.011574886;-0.012156706;-0.018107292;-0.023267577;0.026172001;0.04838353;0.014744964;-0.009319027;-0.025400139;-0.058116868;-0.039032749
-0.030159669;-0.023693803;-0.030798044;0.001583866;-0.006456735;0.006456735;0.014038764;0.012509692;0.027061268;0.028099581;-0.00165426;-0.002144877;-0.004205585;-0.003632972;-0.006414368;-0.014257939;0.002807862;0.011549184;0.068543569;0.036300935;-0.002588246;-0.034452979;-0.028710828;-0.046362131
-0.044023234;-0.031648584;-0.005932798;-0.005859375;0.002499864;0.014976028;0.024297486;0.013477089;0.019779772;0.030717232;0.000880755;-0.004018623;-0.00977054;-0.012273612;0.001504891;-0.000300797;-0.005329043;0.03008788;0.060801518;0.010712814;-0.005571031;-0.031347379;-0.023036849;-0.037033389
-0.052100494;-0.035068847;-0.006921936;-0.012313495;-0.005596597;0.008939546;0.025805743;0.011854726;0.004489578;0.032835038;0.000103204;0.002576656;-0.005780944;-0.003734052;-0.009816207;-0.004206541;0.009961726;0.031224322;0.063075416;0.026791569;-0.009940081;-0.021515523;-0.028935017;-0.041802416
-0.034155993;-0.036132233;-0.013379776;-0.000556762;0.006218077;0.038219327;0.060743802;0.067803177;0.052189781;0.033314388;-0.0056926;0.003453933;-0.017916159;0.013856813;-0.003989246;-0.001043297;-0.02349835;0.012830155;0.040570223;0.002950474;0.004283734;-0.030722097;-0.045796128;-0.09735269
-0.022084405;-0.025298157;-0.011887854;-0.011709602;0.015828332;0.030820319;0.04446665;0.055964654;0.043138142;0.030511725;-0.013137424;0.001825373;-0.018139596;0.010730935;-0.010200492;0.004673515;-0.024128567;-0.001533258;0.04223361;0.024528866;0.002108548;-0.0245629;-0.053368794;-0.065954744
-0.039488044;-0.028851584;-0.026174142;0.014122644;0.006516027;0.01662165;0.057440208;0.054504164;0.041935338;0.025894764;-0.007776722;-0.00086783;-0.016456583;0.004227585;-0.002552031;-0.0166141;-0.021094563;0.003653302;0.052984247;0.019520548;0.013642105;-0.029708853;-0.049081921;-0.064745177
-0.040687651;-0.032083376;-0.021516662;0.001484309;0.007283475;0.012126281;0.02716138;0.018931237;0.039871633;0.022904001;-0.008610201;0.003939962;-0.017471785;-0.004583652;-0.01039061;-0.013141884;-0.000294017;0.015754157;0.067589615;0.016633876;-0.000443557;-0.018989609;-0.053958672;-0.05340781
-0.040577328;-0.027962362;-0.004972435;-0.024350115;0.008623549;0.001869673;0.013207444;0.013356312;0.019810371;0.028131141;0.004984994;-0.001116921;0.002131222;-0.009779951;-0.005337713;0.006054076;0.00163549;0.020320477;0.057070633;0.042647671;-0.002811919;-0.028654351;-0.041603053;-0.050964325
-0.033043206;-0.035708506;-0.010156767;0.016288796;-0.004595689;0.032793959;0.054712501;0.063907398;0.047393365;0.028009218;-0.00166222;0.002885246;-0.013359114;0.011611541;-0.00622889;-0.000616224;-0.024242424;-0.006880319;0.037614761;0.019064125;0.01752744;-0.035626905;-0.063672439;-0.062638102
-0.05043213;-0.018953354;-0.016830144;-0.001406394;0.011624152;0.016344725;0.053583321;0.049435578;0.035356127;0.035653192;0.003708282;-0.013843287;-0.015942355;0.006696227;-0.006968641;-0.012795905;-0.013334568;0.000466005;0.042052452;0.035971223;0.0025822;-0.030900838;-0.057742303;-0.058092891
-0.051360596;-0.013611184;-0.030085728;0.00763442;0.007468745;0.025866198;0.03854478;0.05697446;0.041434785;0.020407238;0.005104554;-0.011499416;-0.014287664;0.012478936;0.005236547;-0.013508001;-0.020656584;0.013696095;0.042373263;0.024710693;0.015690287;-0.033026576;-0.053054446;-0.072927121
-0.05409811;-0.021484892;-0.008487779;-0.0042169;0.005510833;0.031813362;0.046592241;0.054562194;0.047702367;0.015528782;-0.00221641;0.0031016;-0.026355894;0.005345413;0.005316992;-0.01667573;-0.012414364;0.001387027;0.034418562;0.043920541;0.003071148;-0.035279331;-0.049645069;-0.049995248
-0.053242594;-0.02762287;0.004745084;0.004199034;0.00271995;0.032072368;0.039375155;0.057623276;0.047945512;0.02600095;-0.020068042;-0.007510261;-0.012702893;0.004870921;-0.000530223;-0.019998214;-0.015265788;0.005843148;0.039880448;0.04129187;-0.016929067;-0.027608291;-0.03291557;-0.063055478
-0.052848148;-0.019435447;-0.015382201;-0.001688654;0.003479728;0.006191301;0.011751859;0.029741292;0.033647442;0.033209276;0.004682525;-0.009481342;-0.00985782;-0.006690242;-0.02269421;0.001274447;-0.000686039;0.016721758;0.035326988;0.046541224;-0.017383513;-0.013010053;-0.051860203;-0.032443029
-0.060562513;-0.02943072;-0.02774247;0;0.001791713;0.008245125;0.012570294;0.007206027;0.019605731;0.030982513;0.008342345;0.001332445;-0.000512269;-0.003798963;0.003081348;-0.01010101;0.006711063;0.03109963;0.0486618;0.051827857;-0.000270673;-0.019222885;-0.055786687;-0.067155926
-0.026562665;-0.010632014;-0.011838175;-0.00416028;0.004597198;0.035926859;0.051124115;0.070776807;0.050363636;0.036990295;-0.002995421;-0.001544004;-0.01148284;-0.000347403;0.013117018;-0.011294564;-0.019701414;-0.014160395;0.031168602;0.045622531;0.0024888;-0.034644076;-0.058535293;-0.066923583
-0.044333996;-0.009704275;-0.013850129;-0.000104085;-0.00647452;0.027994422;0.042769553;0.061127933;0.04294699;0.022438685;-0.006125178;0.012640268;-0.018019571;0.001651671;-0.010302078;0.004378284;-0.019854401;-0.008503021;0.011173184;0.044923318;0.013002364;-0.040568299;-0.040099804;-0.064970425
-0.055142843;-0.022711952;-0.006841745;-0.006569884;0.004455288;0.021361257;0.049805526;0.051286977;0.048250023;0.038591118;-0.003784621;-0.006137356;-0.016170622;0.010954822;-0.010162067;-0.008311229;-0.01214828;-0.013754411;0.026256632;0.046975212;0.003887762;-0.018731375;-0.059838895;-0.052535468
-0.067402326;-0.015865609;-0.011987382;0.005485811;0.006815203;0.016991297;0.044006832;0.052367048;0.051622285;0.025281022;-0.010769498;0.001221747;-0.029739777;0.01267744;-0.001953645;-0.01063402;-0.025106886;-0.010278254;0.036011334;0.03605907;0.027839453;-0.036185903;-0.05426739;-0.053291684
-0.054442835;-0.017924675;-0.022519427;0.004161554;0.015426881;0.023931624;0.045227136;0.051570469;0.04868761;0.016763944;-0.003924476;-0.004203152;-0.028028652;0.006655873;-0.001345593;-0.011919812;-0.02185692;0.00305938;0.033494129;0.033966913;0.015710177;-0.025447488;-0.053375196;-0.060778727
-0.044453344;-0.015374297;-0.026978607;0.00160111;-0.003418803;0.0139221;0.010811946;0.024951026;0.04509033;0.028404184;0.000756644;-0.007592294;-0.005732302;-0.008370616;-0.012248469;-0.015971606;-0.000795387;-0.006986725;0.04637511;0.048152296;0.003819918;-0.025186138;-0.043759513;-0.056605661
-0.04310798;-0.035767022;-0.010636511;0;-0.005078147;0.004064582;0.018752093;-0.00409995;0.016954751;0.033701835;0.016643115;0.012482591;0.001229508;-0.017664377;-0.000729813;-0.006277464;0.002411028;0.018773012;-0.006494511;0.046074568;0.072713429;0.005951563;-0.051887234;-0.041717791
-0.053948317;-0.034441933;-0.006923457;-0.012651204;0.006234692;0.022062455;0.053260066;0.06290813;0.055263158;0.033806869;-0.000619113;0.010735656;-0.028856826;0.007539041;-0.001342102;-0.004127041;-0.025770614;-0.008802409;-0.005693219;0.005320887;0.07042127;0.005882862;-0.039943692;-0.065550971
