25;26;27;28
0,237007874;0,218503937;0,20488189;0,19511811
0,197559055;0,202440945;0,216456693;0,241653543
0,237244094;0,243779528;0,266456693;0,278661417
0,267322835;0,277401575;0,277480315;0,298661417
0,333149606;0,366220472;0,36023622;0,352755906
0,344173228;0,329133858;0,29992126;0,273070866
0,23992126;0,213385827;0,193779528;0,19023622
0,20007874;0,208976378;0,222598425;0,251496063
0,261417323;0,285984252;0,302992126;0,308582677
0,307952756;0,307952756;0,306535433;0,327559055
0,361811024;0,38503937;0,382047244;0,369212598
0,357165354;0,349370079;0,321181102;0,27503937
0,242677165;0,223543307;0,212834646;0,209133858
0,206614173;0,213149606;0,243464567;0,283858268
0,293385827;0,323937008;0,337401575;0,341889764
0,342362205;0,347559055;0,351259843;0,357007874
0,393385827;0,420708661;0,411496063;0,400314961
0,383779528;0,372440945;0,343385827;0,302047244
0,261181102;0,242204724;0,225748031;0,223779528
0,224173228;0,226771654;0,262283465;0,285590551
0,29503937;0,326062992;0,34015748;0,351259843
0,337874016;0,34023622;0,340472441;0,346141732
0,391102362;0,417401575;0,414566929;0,390708661
0,391574803;0,37007874;0,331259843;0,293779528
0,255511811;0,236535433;0,221496063;0,215748031
0,21015748;0,216614173;0,238818898;0,256614173
0,270551181;0,296456693;0,310314961;0,313543307
0,308976378;0,304015748;0,308267717;0,312677165
0,36496063;0,395669291;0,400708661;0,385984252
0,365590551;0,349133858;0,321102362;0,284015748
0,249606299;0,223385827;0,21984252;0,204015748
0,19503937;0,20496063;0,228110236;0,240866142
0,239685039;0,251023622;0,257480315;0,272440945
0,266692913;0,271023622;0,27503937;0,287007874
0,324566929;0,369291339;0,36;0,353700787
0,341889764;0,328503937;0,311259843;0,282362205
0,245354331;0,221417323;0,198110236;0,196220472
0,197322835;0,202598425;0,228346457;0,257086614
0,273543307;0,306062992;0,31992126;0,325748031
0,326535433;0,326062992;0,331653543;0,339606299
0,373779528;0,408267717;0,408897638;0,385984252
0,386692913;0,363149606;0,332047244;0,292598425
0,256614173;0,23503937;0,221023622;0,228110236
0,223149606;0,24480315;0,287637795;0,354330709
0,391496063;0,416062992;0,422992126;0,413385827
0,413464567;0,413307087;0,415905512;0,417086614
0,443385827;0,466377953;0,462913386;0,443937008
0,440866142;0,417244094;0,371259843;0,320866142
0,280393701;0,262047244;0,245826772;0,237086614
0,24519685;0,257716535;0,300787402;0,403700787
0,419370079;0,438503937;0,439527559;0,435669291
0,427086614;0,43496063;0,433700787;0,439448819
0,486929134;0,492913386;0,484724409;0,474173228
0,458267717;0,437637795;0,382992126;0,331417323
0,285905512;0,267322835;0,256771654;0,253464567
0,25496063;0,27023622;0,319606299;0,387244094
0,429133858;0,458267717;0,441102362;0,44015748
0,433228346;0,441102362;0,451259843;0,451181102
0,472283465;0,490472441;0,488110236;0,464724409
0,461338583;0,434409449;0,385511811;0,331732283
0,290472441;0,275984252;0,252519685;0,250472441
0,259527559;0,271181102;0,316377953;0,392992126
0,433700787;0,449291339;0,446614173;0,438897638
0,428661417;0,441574803;0,447007874;0,449606299
0,453385827;0,488110236;0,479527559;0,462992126
0,449055118;0,428976378;0,391259843;0,334488189
0,293937008;0,26519685;0,251181102;0,242913386
0,25007874;0,248582677;0,268661417;0,308661417
0,336456693;0,356062992;0,371968504;0,37488189
0,371417323;0,367322835;0,357480315;0,358818898
0,392204724;0,431811024;0,423228346;0,404724409
0,375905512;0,366377953;0,333543307;0,293937008
0,243937008;0,238188976;0,221496063;0,212755906
0,208346457;0,213385827;0,233228346;0,245669291
0,258897638;0,267165354;0,287952756;0,30007874
0,301732283;0,308976378;0,314409449;0,331023622
0,36015748;0,396692913;0,395905512;0,388897638
0,37511811;0,361259843;0,321968504;0,273543307
0,244645669;0,222362205;0,216771654;0,213937008
0,217795276;0,237952756;0,293307087;0,371338583
0,420472441;0,446062992;0,45511811;0,451259843
0,437086614;0,448110236;0,453070866;0,454094488
0,461968504;0,482598425;0,481653543;0,464251969
0,454409449;0,416062992;0,381181102;0,326220472
0,283700787;0,268346457;0,260314961;0,25480315
0,260393701;0,280708661;0,329606299;0,407007874
0,445748031;0,456220472;0,44023622;0,434409449
0,42480315;0,428425197;0,437874016;0,443700787
0,449606299;0,486456693;0,480472441;0,45984252
0,452283465;0,428425197;0,382677165;0,329370079
0,281181102;0,268976378;0,257007874;0,250472441
0,254094488;0,262755906;0,313937008;0,396535433
0,433779528;0,451574803;0,45;0,441653543
0,428425197;0,432755906;0,446535433;0,444566929
0,458661417;0,487007874;0,492677165;0,460866142
0,453385827;0,44007874;0,374488189;0,327637795
0,292283465;0,263070866;0,250314961;0,243070866
0,253228346;0,260629921;0,32007874;0,392283465
0,432047244;0,447401575;0,446692913;0,438031496
0,417165354;0,419606299;0,427322835;0,427716535
0,444251969;0,495826772;0,495275591;0,471259843
0,46015748;0,434488189;0,397244094;0,343228346
0,298346457;0,282834646;0,262677165;0,256771654
0,256456693;0,274724409;0,326535433;0,402125984
0,436456693;0,458740157;0,457637795;0,453464567
0,439055118;0,448346457;0,453622047;0,446377953
0,458740157;0,48503937;0,485590551;0,457086614
0,444724409;0,424645669;0,377322835;0,323543307
0,28992126;0,258503937;0,24992126;0,240944882
0,241732283;0,244645669;0,268976378;0,305433071
0,338110236;0,365590551;0,373149606;0,377086614
0,376614173;0,36511811;0,354094488;0,358897638
0,378425197;0,414566929;0,406535433;0,399133858
0,392755906;0,370629921;0,330629921;0,298897638
0,254645669;0,241811024;0,22015748;0,222047244
0,216220472;0,21496063;0,243385827;0,248425197
0,261653543;0,27976378;0,3;0,305354331
0,313464567;0,316535433;0,313385827;0,327480315
0,349055118;0,400708661;0,403700787;0,39496063
0,376929134;0,371968504;0,32992126;0,274094488
0,252834646;0,236299213;0,23488189;0,220314961
0,218188976;0,243070866;0,300314961;0,386850394
0,432125984;0,454645669;0,46007874;0,457322835
0,441968504;0,450393701;0,457322835;0,450472441
0,467086614;0,492440945;0,485669291;0,45488189
0,453307087;0,43023622;0,388346457;0,328740157
0,284566929;0,262598425;0,246771654;0,24503937
0,251811024;0,273543307;0,318346457;0,396535433
0,434566929;0,458031496;0,451968504;0,433622047
0,421968504;0,432755906;0,442125984;0,434173228
0,450787402;0,487086614;0,492440945;0,467401575
0,466062992;0,431417323;0,393622047;0,329291339
0,289133858;0,273858268;0,257795276;0,254330709
0,255826772;0,278897638;0,326929134;0,411732283
0,445905512;0,467559055;0,460944882;0,455354331
0,437952756;0,440944882;0,44496063;0,439606299
