;0;1;2;3
0;0.40204724399999997;0.37370078700000003;0.35472440899999996;0.342677165
1;0.34346456700000005;0.356456693;0.37551181100000003;0.38984252
2;0.39834645700000004;0.426220472;0.44275590600000003;0.450787402
3;0.445433071;0.440314961;0.43574803100000004;0.45622047200000004
4;0.508425197;0.559606299;0.557874016;0.556771654
5;0.543385827;0.528346457;0.49165354299999997;0.451968504
6;0.41519685;0.378346457;0.36905511799999996;0.35283464600000003
7;0.356220472;0.367401575;0.397007874;0.421338583
8;0.442519685;0.46543307100000003;0.48472440899999997;0.49417322799999996
9;0.48007874;0.48472440899999997;0.48559055100000004;0.491968504
10;0.550944882;0.6037007870000001;0.598818898;0.58992126
11;0.578188976;0.5540944879999999;0.52015748;0.47637795299999997
12;0.432440945;0.396299213;0.37787401600000003;0.368031496
13;0.369448819;0.385984252;0.405669291;0.43007874
14;0.449370079;0.487952756;0.50015748;0.508188976
15;0.502755906;0.506614173;0.502362205;0.517401575
16;0.572677165;0.61503937;0.612755906;0.611417323
17;0.595984252;0.568818898;0.530314961;0.487086614
18;0.442598425;0.401968504;0.396535433;0.37590551200000005
19;0.379606299;0.402283465;0.41960629899999996;0.45527559100000004
20;0.471338583;0.51992126;0.550787402;0.546692913
21;0.550629921;0.5333070870000001;0.531181102;0.54015748
22;0.587401575;0.651496063;0.642204724;0.6234645670000001
23;0.618110236;0.584645669;0.550314961;0.50496063
24;0.448110236;0.424409449;0.401417323;0.39370078700000005
25;0.39133858299999996;0.39598425200000004;0.43;0.45874015700000004
26;0.473307087;0.5107874020000001;0.5282677170000001;0.526929134
27;0.5207874020000001;0.511496063;0.507086614;0.522913386
28;0.5716535429999999;0.6240157479999999;0.6262204720000001;0.6071653539999999
29;0.592204724;0.5716535429999999;0.535984252;0.494724409
30;0.43976378;0.403937008;0.391889764;0.38039370100000003
31;0.37976378;0.37984252;0.404724409;0.424566929
32;0.42992126;0.45362204700000003;0.473228346;0.480551181
33;0.48881889799999995;0.478031496;0.47629921299999994;0.48881889799999995
34;0.543070866;0.574251969;0.588346457;0.570551181
35;0.565748031;0.547480315;0.519527559;0.476456693
36;0.42685039399999997;0.39149606299999995;0.372440945;0.36811023600000004
37;0.359291339;0.372677165;0.40913385799999996;0.428976378
38;0.45598425200000003;0.492834646;0.517086614;0.522598425
39;0.516377953;0.512204724;0.509370079;0.514488189
40;0.5638582679999999;0.6159842520000001;0.614566929;0.607244094
41;0.597086614;0.572913386;0.5285826770000001;0.48519685
42;0.43370078700000003;0.413149606;0.38157480299999996;0.376850394
43;0.365669291;0.387952756;0.421811024;0.450787402
44;0.46362204700000004;0.50488189;0.523385827;0.5288188979999999
45;0.5285826770000001;0.523622047;0.52496063;0.522992126
46;0.57488189;0.632598425;0.6185039370000001;0.616141732
47;0.609527559;0.577480315;0.531496063;0.49354330700000004
48;0.446377953;0.407480315;0.383779528;0.37787401600000003
49;0.378346457;0.390629921;0.413228346;0.442047244
50;0.462834646;0.49787401600000003;0.5265354329999999;0.532598425
51;0.525748031;0.525433071;0.5235433070000001;0.53007874
52;0.582755906;0.631102362;0.63511811;0.627244094
53;0.60488189;0.5861417320000001;0.5440944879999999;0.49503937
54;0.44606299200000005;0.417874016;0.393937008;0.396141732
55;0.39519685;0.40992126;0.46086614200000003;0.530472441
56;0.588976378;0.63503937;0.635669291;0.637480315
57;0.623385827;0.627165354;0.616377953;0.61976378
58;0.646771654;0.6929921259999999;0.6936220470000001;0.667795276
59;0.651417323;0.6312598429999999;0.575354331;0.522992126
60;0.463543307;0.433858268;0.42377952799999996;0.417322835
61;0.42377952799999996;0.445275591;0.494566929;0.594409449
62;0.641181102;0.694645669;0.711496063;0.68992126
63;0.676850394;0.670787402;0.667952756;0.6719685040000001
64;0.6870078740000001;0.7106299209999999;0.709055118;0.687716535
65;0.66992126;0.641102362;0.592283465;0.517086614
66;0.46692913399999997;0.43417322799999997;0.418818898;0.40692913399999997
67;0.41181102399999997;0.43417322799999997;0.486377953;0.583307087
68;0.635669291;0.65992126;0.665275591;0.648661417
69;0.63015748;0.633464567;0.6282677170000001;0.6310236220000001
70;0.648425197;0.684330709;0.672913386;0.656141732
