-4.1;-1.580112721;-3.497290111;-3.888947759;-0.738699008;-0.910807509;-0.291447147;1.461495222;-1.207756233;-0.190668461;-0.033711653;1.731115108;-0.121546961;-0.531032194;0.923145368;1.157152303;5.981043687;5.180921053;0.81118061;-1.308773631;-0.815324165;-2.168961078;-1.224944321;-4.099620785
-4.648925938;-2.443398341;-2.596507353;-0.023590469;-0.896649363;1.321428571;2.302902127;2.767887906;-1.698703621;2.10322874;2.215788888;0.773420479;-0.399956761;-0.510093336;-0.065452165;2.106756904;5.879837503;5.775444265;-0.563192058;0.220792935;-1.034482759;-2.22609369;-2.81132449;-4.950091668
-3.25760823;-3.666371289;-2.161664942;-0.940180985;0.889785265;0.27046096;3.588600915;3.532208763;1.705850191;2.386840125;1.785151738;0.340451872;0.174789225;-0.780047213;-0.734457433;1.344310129;6.344473008;6.294720557;-2.55617211;-1.185586258;0.207841285;-2.72461582;-3.033533631;-4.917541229
-3.206138968;-4.420069505;-1.136234519;-0.74704057;0.196850394;0.9592049;5.643315018;2.784700401;1.444233607;3.543593474;1.384985949;0.722629182;-0.530712531;-0.642229029;-0.338106603;1.037717023;5.243926526;4.325795252;-1.079330815;-1.082014912;-0.864050005;-1.798794622;-3.767349636;-4.385792779
-5.315546434;-2.16755175;-2.359587903;-1.08917631;0.516173434;0.901517745;3.845283872;5.042474406;1.845515811;2.931894533;1.849470873;-0.70887551;-0.254278729;0.245122071;-0.283646322;1.667484061;3.48287506;4.941264218;-0.479744136;-1.446170327;-0.44384058;-2.010736057;-3.871866295;-4.259634888
-5.347054076;-3.698571733;-1.162147205;-1.377379619;-0.045418417;2.533227309;2.670064259;4.855940434;2.43902439;2.943540285;1.034449107;0.202839757;-0.221708116;-0.425079702;-0.941107985;0.587659158;5.628042843;4.747418879;-1.434480331;-1.401785714;-1.331160011;-1.404185022;-4.347016662;-4.31101596
-4.027255161;-4.524743033;-2.852386238;0.228493088;0.18237775;0.60302651;1.922641936;2.407900577;-0.02167082;0.997073805;0.622384376;1.908926096;-2.124319799;-0.705655939;-0.064606439;1.109794203;6.596334186;5.198440468;0.370616744;-0.766900208;-1.001812804;-1.686584426;-3.303597687;-3.132603406
-4.332810047;-3.478831638;-1.790774113;-0.819388344;-0.046544101;1.501746217;2.534694346;3.635346756;0.313005936;2.700667097;2.001047669;1.057929334;-0.792763492;-0.686405081;1.103775531;1.01010101;4.95959596;4.840727553;0.734349183;-3.462730089;-0.689069285;-2.936983177;-3.113983549;-4.720032343
-5.314522117;-3.024871163;-1.883086876;-0.388555281;-0.827423168;1.001191895;3.245220675;2.800320037;0.422503891;2.147918512;0.34684587;2.030676172;0.666948973;1.104217058;2.777199917;-0.73879162;4.730831974;7.067757009;-0.963811602;-1.055820786;-0.630973369;-2.997478756;-4.081632653;-5.449618627
-4.670417153;-4.197750807;-1.627150163;0.472589792;0.811382879;1.714685641;5.068807339;5.184457542;3.735602366;3.250975293;0;1.327262158;0.181661727;-0.200419927;-0.79372669;0.163871217;5.533634876;3.255517053;-0.158968471;-2.485625829;0.725689405;-2.629682997;-4.864964854;-4.442932141
-4.720724387;-3.982915109;-1.256672598;-0.878477306;0.818088854;1.938465006;7.960199005;9.318996416;2.651053864;3.58642088;-0.317152674;-1.095890411;-4.700205522;0.281293952;5.38569425;-0.239552835;1.663109214;3.787945062;-0.691166554;-1.841792565;0.337224384;-2.809376077;-4.530945203;-6.677811832
-5.493630573;-2.959140691;-2.192078133;0.310662377;0.243335914;2.206774799;7.945589982;9.730973097;4.830477579;1.208485481;-0.893394038;-0.260032938;-1.468671244;0.079379079;0.819599894;-0.533216783;2.302487038;1.383042694;0.389764447;-2.515192438;-0.519480519;-2.027850305;-4.743715022;-6.071062203
-5.500397141;-3.351544442;-1.467550821;-0.110326567;-0.541197261;2.565241532;7.817236899;10.4137377;3.055934516;1.120818992;-0.846570082;0.202446968;-1.95888967;0.501747155;0.419006865;0.834517045;1.461524916;4.173897952;-0.974593919;-2.372139973;0.206789592;-3.035253654;-4.283054004;-5.336297943
