1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
0,612125984;0,665826772;0,662125984;0,655511811;0,642598425;0,623385827;0,59488189;0,558818898;0,511181102;0,478661417;0,460944882;0,454015748;0,453307087;0,46992126;0,492283465;0,540472441;0,576377953;0,611259843;0,617007874;0,643622047;0,625590551;0,620944882;0,618897638;0,620393701
0,642598425;0,623385827;0,59488189;0,558818898;0,511181102;0,478661417;0,460944882;0,454015748;0,453307087;0,46992126;0,492283465;0,540472441;0,576377953;0,611259843;0,617007874;0,643622047;0,625590551;0,620944882;0,618897638;0,620393701;0,68;0,728582677;0,706141732;0,721102362
0,511181102;0,478661417;0,460944882;0,454015748;0,453307087;0,46992126;0,492283465;0,540472441;0,576377953;0,611259843;0,617007874;0,643622047;0,625590551;0,620944882;0,618897638;0,620393701;0,68;0,728582677;0,706141732;0,721102362;0,703700787;0,685905512;0,645590551;0,586377953
0,453307087;0,46992126;0,492283465;0,540472441;0,576377953;0,611259843;0,617007874;0,643622047;0,625590551;0,620944882;0,618897638;0,620393701;0,68;0,728582677;0,706141732;0,721102362;0,703700787;0,685905512;0,645590551;0,586377953;0,561417323;0,517559055;0,502598425;0,493700787
0,576377953;0,611259843;0,617007874;0,643622047;0,625590551;0,620944882;0,618897638;0,620393701;0,68;0,728582677;0,706141732;0,721102362;0,703700787;0,685905512;0,645590551;0,586377953;0,561417323;0,517559055;0,502598425;0,493700787;0,489685039;0,505905512;0,538503937;0,583858268
0,625590551;0,620944882;0,618897638;0,620393701;0,68;0,728582677;0,706141732;0,721102362;0,703700787;0,685905512;0,645590551;0,586377953;0,561417323;0,517559055;0,502598425;0,493700787;0,489685039;0,505905512;0,538503937;0,583858268;0,628897638;0,655905512;0,678740157;0,676220472
0,68;0,728582677;0,706141732;0,721102362;0,703700787;0,685905512;0,645590551;0,586377953;0,561417323;0,517559055;0,502598425;0,493700787;0,489685039;0,505905512;0,538503937;0,583858268;0,628897638;0,655905512;0,678740157;0,676220472;0,671417323;0,668503937;0,657244094;0,662362205
0,703700787;0,685905512;0,645590551;0,586377953;0,561417323;0,517559055;0,502598425;0,493700787;0,489685039;0,505905512;0,538503937;0,583858268;0,628897638;0,655905512;0,678740157;0,676220472;0,671417323;0,668503937;0,657244094;0,662362205;0,720393701;0,764724409;0,756535433;0,74
0,561417323;0,517559055;0,502598425;0,493700787;0,489685039;0,505905512;0,538503937;0,583858268;0,628897638;0,655905512;0,678740157;0,676220472;0,671417323;0,668503937;0,657244094;0,662362205;0,720393701;0,764724409;0,756535433;0,74;0,732677165;0,703307087;0,658582677;0,612677165
0,489685039;0,505905512;0,538503937;0,583858268;0,628897638;0,655905512;0,678740157;0,676220472;0,671417323;0,668503937;0,657244094;0,662362205;0,720393701;0,764724409;0,756535433;0,74;0,732677165;0,703307087;0,658582677;0,612677165;0,565984252;0,54007874;0,518582677;0,518031496
0,628897638;0,655905512;0,678740157;0,676220472;0,671417323;0,668503937;0,657244094;0,662362205;0,720393701;0,764724409;0,756535433;0,74;0,732677165;0,703307087;0,658582677;0,612677165;0,565984252;0,54007874;0,518582677;0,518031496;0,516220472;0,530551181;0,554724409;0,601653543
0,671417323;0,668503937;0,657244094;0,662362205;0,720393701;0,764724409;0,756535433;0,74;0,732677165;0,703307087;0,658582677;0,612677165;0,565984252;0,54007874;0,518582677;0,518031496;0,516220472;0,530551181;0,554724409;0,601653543;0,639212598;0,667322835;0,686377953;0,69992126
0,720393701;0,764724409;0,756535433;0,74;0,732677165;0,703307087;0,658582677;0,612677165;0,565984252;0,54007874;0,518582677;0,518031496;0,516220472;0,530551181;0,554724409;0,601653543;0,639212598;0,667322835;0,686377953;0,69992126;0,681181102;0,670866142;0,667795276;0,660393701
0,732677165;0,703307087;0,658582677;0,612677165;0,565984252;0,54007874;0,518582677;0,518031496;0,516220472;0,530551181;0,554724409;0,601653543;0,639212598;0,667322835;0,686377953;0,69992126;0,681181102;0,670866142;0,667795276;0,660393701;0,719448819;0,768976378;0,760708661;0,744488189
0,565984252;0,54007874;0,518582677;0,518031496;0,516220472;0,530551181;0,554724409;0,601653543;0,639212598;0,667322835;0,686377953;0,69992126;0,681181102;0,670866142;0,667795276;0,660393701;0,719448819;0,768976378;0,760708661;0,744488189;0,737952756;0,705275591;0,672204724;0,624645669
0,516220472;0,530551181;0,554724409;0,601653543;0,639212598;0,667322835;0,686377953;0,69992126;0,681181102;0,670866142;0,667795276;0,660393701;0,719448819;0,768976378;0,760708661;0,744488189;0,737952756;0,705275591;0,672204724;0,624645669;0,567874016;0,535748031;0,51992126;0,515511811
0,639212598;0,667322835;0,686377953;0,69992126;0,681181102;0,670866142;0,667795276;0,660393701;0,719448819;0,768976378;0,760708661;0,744488189;0,737952756;0,705275591;0,672204724;0,624645669;0,567874016;0,535748031;0,51992126;0,515511811;0,513149606;0,509527559;0,546535433;0,575433071
0,681181102;0,670866142;0,667795276;0,660393701;0,719448819;0,768976378;0,760708661;0,744488189;0,737952756;0,705275591;0,672204724;0,624645669;0,567874016;0,535748031;0,51992126;0,515511811;0,513149606;0,509527559;0,546535433;0,575433071;0,596062992;0,630472441;0,64503937;0,649685039
0,719448819;0,768976378;0,760708661;0,744488189;0,737952756;0,705275591;0,672204724;0,624645669;0,567874016;0,535748031;0,51992126;0,515511811;0,513149606;0,509527559;0,546535433;0,575433071;0,596062992;0,630472441;0,64503937;0,649685039;0,644645669;0,629527559;0,624251969;0,638503937
0,737952756;0,705275591;0,672204724;0,624645669;0,567874016;0,535748031;0,51992126;0,515511811;0,513149606;0,509527559;0,546535433;0,575433071;0,596062992;0,630472441;0,64503937;0,649685039;0,644645669;0,629527559;0,624251969;0,638503937;0,693700787;0,734724409;0,742047244;0,717244094
0,567874016;0,535748031;0,51992126;0,515511811;0,513149606;0,509527559;0,546535433;0,575433071;0,596062992;0,630472441;0,64503937;0,649685039;0,644645669;0,629527559;0,624251969;0,638503937;0,693700787;0,734724409;0,742047244;0,717244094;0,702519685;0,692047244;0,656062992;0,627795276
0,513149606;0,509527559;0,546535433;0,575433071;0,596062992;0,630472441;0,64503937;0,649685039;0,644645669;0,629527559;0,624251969;0,638503937;0,693700787;0,734724409;0,742047244;0,717244094;0,702519685;0,692047244;0,656062992;0,627795276;0,566220472;0,531811024;0,519055118;0,509370079
0,596062992;0,630472441;0,64503937;0,649685039;0,644645669;0,629527559;0,624251969;0,638503937;0,693700787;0,734724409;0,742047244;0,717244094;0,702519685;0,692047244;0,656062992;0,627795276;0,566220472;0,531811024;0,519055118;0,509370079;0,499133858;0,517795276;0,539606299;0,553464567
0,644645669;0,629527559;0,624251969;0,638503937;0,693700787;0,734724409;0,742047244;0,717244094;0,702519685;0,692047244;0,656062992;0,627795276;0,566220472;0,531811024;0,519055118;0,509370079;0,499133858;0,517795276;0,539606299;0,553464567;0,566614173;0,596377953;0,618425197;0,614094488
0,693700787;0,734724409;0,742047244;0,717244094;0,702519685;0,692047244;0,656062992;0,627795276;0,566220472;0,531811024;0,519055118;0,509370079;0,499133858;0,517795276;0,539606299;0,553464567;0,566614173;0,596377953;0,618425197;0,614094488;0,608818898;0,594488189;0,590866142;0,606771654
0,702519685;0,692047244;0,656062992;0,627795276;0,566220472;0,531811024;0,519055118;0,509370079;0,499133858;0,517795276;0,539606299;0,553464567;0,566614173;0,596377953;0,618425197;0,614094488;0,608818898;0,594488189;0,590866142;0,606771654;0,653700787;0,705826772;0,71;0,706299213
0,566220472;0,531811024;0,519055118;0,509370079;0,499133858;0,517795276;0,539606299;0,553464567;0,566614173;0,596377953;0,618425197;0,614094488;0,608818898;0,594488189;0,590866142;0,606771654;0,653700787;0,705826772;0,71;0,706299213;0,696141732;0,68496063;0,647086614;0,607401575
0,499133858;0,517795276;0,539606299;0,553464567;0,566614173;0,596377953;0,618425197;0,614094488;0,608818898;0,594488189;0,590866142;0,606771654;0,653700787;0,705826772;0,71;0,706299213;0,696141732;0,68496063;0,647086614;0,607401575;0,568582677;0,526062992;0,516220472;0,508346457
0,566614173;0,596377953;0,618425197;0,614094488;0,608818898;0,594488189;0,590866142;0,606771654;0,653700787;0,705826772;0,71;0,706299213;0,696141732;0,68496063;0,647086614;0,607401575;0,568582677;0,526062992;0,516220472;0,508346457;0,501496063;0,529448819;0,548503937;0,599685039
0,608818898;0,594488189;0,590866142;0,606771654;0,653700787;0,705826772;0,71;0,706299213;0,696141732;0,68496063;0,647086614;0,607401575;0,568582677;0,526062992;0,516220472;0,508346457;0,501496063;0,529448819;0,548503937;0,599685039;0,628503937;0,667716535;0,695984252;0,704251969
0,653700787;0,705826772;0,71;0,706299213;0,696141732;0,68496063;0,647086614;0,607401575;0,568582677;0,526062992;0,516220472;0,508346457;0,501496063;0,529448819;0,548503937;0,599685039;0,628503937;0,667716535;0,695984252;0,704251969;0,697716535;0,684251969;0,678976378;0,687559055
0,696141732;0,68496063;0,647086614;0,607401575;0,568582677;0,526062992;0,516220472;0,508346457;0,501496063;0,529448819;0,548503937;0,599685039;0,628503937;0,667716535;0,695984252;0,704251969;0,697716535;0,684251969;0,678976378;0,687559055;0,733464567;0,793149606;0,793228346;0,769212598
0,568582677;0,526062992;0,516220472;0,508346457;0,501496063;0,529448819;0,548503937;0,599685039;0,628503937;0,667716535;0,695984252;0,704251969;0,697716535;0,684251969;0,678976378;0,687559055;0,733464567;0,793149606;0,793228346;0,769212598;0,758976378;0,73976378;0,689527559;0,63503937
0,501496063;0,529448819;0,548503937;0,599685039;0,628503937;0,667716535;0,695984252;0,704251969;0,697716535;0,684251969;0,678976378;0,687559055;0,733464567;0,793149606;0,793228346;0,769212598;0,758976378;0,73976378;0,689527559;0,63503937;0,583464567;0,563149606;0,543543307;0,536614173
0,628503937;0,667716535;0,695984252;0,704251969;0,697716535;0,684251969;0,678976378;0,687559055;0,733464567;0,793149606;0,793228346;0,769212598;0,758976378;0,73976378;0,689527559;0,63503937;0,583464567;0,563149606;0,543543307;0,536614173;0,537874016;0,568976378;0,638031496;0,733543307
0,697716535;0,684251969;0,678976378;0,687559055;0,733464567;0,793149606;0,793228346;0,769212598;0,758976378;0,73976378;0,689527559;0,63503937;0,583464567;0,563149606;0,543543307;0,536614173;0,537874016;0,568976378;0,638031496;0,733543307;0,812598425;0,851417323;0,865590551;0,846692913
0,733464567;0,793149606;0,793228346;0,769212598;0,758976378;0,73976378;0,689527559;0,63503937;0,583464567;0,563149606;0,543543307;0,536614173;0,537874016;0,568976378;0,638031496;0,733543307;0,812598425;0,851417323;0,865590551;0,846692913;0,823149606;0,826299213;0,82496063;0,822677165
0,758976378;0,73976378;0,689527559;0,63503937;0,583464567;0,563149606;0,543543307;0,536614173;0,537874016;0,568976378;0,638031496;0,733543307;0,812598425;0,851417323;0,865590551;0,846692913;0,823149606;0,826299213;0,82496063;0,822677165;0,853307087;0,889606299;0,875984252;0,85503937
0,583464567;0,563149606;0,543543307;0,536614173;0,537874016;0,568976378;0,638031496;0,733543307;0,812598425;0,851417323;0,865590551;0,846692913;0,823149606;0,826299213;0,82496063;0,822677165;0,853307087;0,889606299;0,875984252;0,85503937;0,851574803;0,815984252;0,75503937;0,678188976
0,537874016;0,568976378;0,638031496;0,733543307;0,812598425;0,851417323;0,865590551;0,846692913;0,823149606;0,826299213;0,82496063;0,822677165;0,853307087;0,889606299;0,875984252;0,85503937;0,851574803;0,815984252;0,75503937;0,678188976;0,634488189;0,60496063;0,588897638;0,580629921
0,812598425;0,851417323;0,865590551;0,846692913;0,823149606;0,826299213;0,82496063;0,822677165;0,853307087;0,889606299;0,875984252;0,85503937;0,851574803;0,815984252;0,75503937;0,678188976;0,634488189;0,60496063;0,588897638;0,580629921;0,58488189;0,600551181;0,666850394;0,737952756
0,823149606;0,826299213;0,82496063;0,822677165;0,853307087;0,889606299;0,875984252;0,85503937;0,851574803;0,815984252;0,75503937;0,678188976;0,634488189;0,60496063;0,588897638;0,580629921;0,58488189;0,600551181;0,666850394;0,737952756;0,814094488;0,881574803;0,875905512;0,868425197
0,853307087;0,889606299;0,875984252;0,85503937;0,851574803;0,815984252;0,75503937;0,678188976;0,634488189;0,60496063;0,588897638;0,580629921;0,58488189;0,600551181;0,666850394;0,737952756;0,814094488;0,881574803;0,875905512;0,868425197;0,846062992;0,853385827;0,836299213;0,841259843
0,851574803;0,815984252;0,75503937;0,678188976;0,634488189;0,60496063;0,588897638;0,580629921;0,58488189;0,600551181;0,666850394;0,737952756;0,814094488;0,881574803;0,875905512;0,868425197;0,846062992;0,853385827;0,836299213;0,841259843;0,871417323;0,89992126;0,902125984;0,861732283
0,634488189;0,60496063;0,588897638;0,580629921;0,58488189;0,600551181;0,666850394;0,737952756;0,814094488;0,881574803;0,875905512;0,868425197;0,846062992;0,853385827;0,836299213;0,841259843;0,871417323;0,89992126;0,902125984;0,861732283;0,851889764;0,831181102;0,772283465;0,702125984
0,58488189;0,600551181;0,666850394;0,737952756;0,814094488;0,881574803;0,875905512;0,868425197;0,846062992;0,853385827;0,836299213;0,841259843;0,871417323;0,89992126;0,902125984;0,861732283;0,851889764;0,831181102;0,772283465;0,702125984;0,646141732;0,612440945;0,600314961;0,593937008
0,814094488;0,881574803;0,875905512;0,868425197;0,846062992;0,853385827;0,836299213;0,841259843;0,871417323;0,89992126;0,902125984;0,861732283;0,851889764;0,831181102;0,772283465;0,702125984;0,646141732;0,612440945;0,600314961;0,593937008;0,593937008;0,630472441;0,678740157;0,783858268
0,846062992;0,853385827;0,836299213;0,841259843;0,871417323;0,89992126;0,902125984;0,861732283;0,851889764;0,831181102;0,772283465;0,702125984;0,646141732;0,612440945;0,600314961;0,593937008;0,593937008;0,630472441;0,678740157;0,783858268;0,848818898;0,879527559;0,890629921;0,871811024
0,871417323;0,89992126;0,902125984;0,861732283;0,851889764;0,831181102;0,772283465;0,702125984;0,646141732;0,612440945;0,600314961;0,593937008;0,593937008;0,630472441;0,678740157;0,783858268;0,848818898;0,879527559;0,890629921;0,871811024;0,848425197;0,857874016;0,853622047;0,836929134
0,851889764;0,831181102;0,772283465;0,702125984;0,646141732;0,612440945;0,600314961;0,593937008;0,593937008;0,630472441;0,678740157;0,783858268;0,848818898;0,879527559;0,890629921;0,871811024;0,848425197;0,857874016;0,853622047;0,836929134;0,867322835;0,908346457;0,894094488;0,86496063
0,646141732;0,612440945;0,600314961;0,593937008;0,593937008;0,630472441;0,678740157;0,783858268;0,848818898;0,879527559;0,890629921;0,871811024;0,848425197;0,857874016;0,853622047;0,836929134;0,867322835;0,908346457;0,894094488;0,86496063;0,846535433;0,815590551;0,758346457;0,694724409
0,593937008;0,630472441;0,678740157;0,783858268;0,848818898;0,879527559;0,890629921;0,871811024;0,848425197;0,857874016;0,853622047;0,836929134;0,867322835;0,908346457;0,894094488;0,86496063;0,846535433;0,815590551;0,758346457;0,694724409;0,644330709;0,615669291;0,591732283;0,572677165
0,848818898;0,879527559;0,890629921;0,871811024;0,848425197;0,857874016;0,853622047;0,836929134;0,867322835;0,908346457;0,894094488;0,86496063;0,846535433;0,815590551;0,758346457;0,694724409;0,644330709;0,615669291;0,591732283;0,572677165;0,591811024;0,593307087;0,624724409;0,668582677
0,848425197;0,857874016;0,853622047;0,836929134;0,867322835;0,908346457;0,894094488;0,86496063;0,846535433;0,815590551;0,758346457;0,694724409;0,644330709;0,615669291;0,591732283;0,572677165;0,591811024;0,593307087;0,624724409;0,668582677;0,719448819;0,753307087;0,771259843;0,762440945
0,867322835;0,908346457;0,894094488;0,86496063;0,846535433;0,815590551;0,758346457;0,694724409;0,644330709;0,615669291;0,591732283;0,572677165;0,591811024;0,593307087;0,624724409;0,668582677;0,719448819;0,753307087;0,771259843;0,762440945;0,74488189;0,738110236;0,727952756;0,73023622
0,846535433;0,815590551;0,758346457;0,694724409;0,644330709;0,615669291;0,591732283;0,572677165;0,591811024;0,593307087;0,624724409;0,668582677;0,719448819;0,753307087;0,771259843;0,762440945;0,74488189;0,738110236;0,727952756;0,73023622;0,778267717;0,822204724;0,812283465;0,789133858
0,644330709;0,615669291;0,591732283;0,572677165;0,591811024;0,593307087;0,624724409;0,668582677;0,719448819;0,753307087;0,771259843;0,762440945;0,74488189;0,738110236;0,727952756;0,73023622;0,778267717;0,822204724;0,812283465;0,789133858;0,766062992;0,737716535;0,691968504;0,631653543
0,591811024;0,593307087;0,624724409;0,668582677;0,719448819;0,753307087;0,771259843;0,762440945;0,74488189;0,738110236;0,727952756;0,73023622;0,778267717;0,822204724;0,812283465;0,789133858;0,766062992;0,737716535;0,691968504;0,631653543;0,584409449;0,536692913;0,529685039;0,517165354
0,719448819;0,753307087;0,771259843;0,762440945;0,74488189;0,738110236;0,727952756;0,73023622;0,778267717;0,822204724;0,812283465;0,789133858;0,766062992;0,737716535;0,691968504;0,631653543;0,584409449;0,536692913;0,529685039;0,517165354;0,526220472;0,526850394;0,547401575;0,559133858
0,74488189;0,738110236;0,727952756;0,73023622;0,778267717;0,822204724;0,812283465;0,789133858;0,766062992;0,737716535;0,691968504;0,631653543;0,584409449;0,536692913;0,529685039;0,517165354;0,526220472;0,526850394;0,547401575;0,559133858;0,58503937;0,617244094;0,629133858;0,636456693
0,778267717;0,822204724;0,812283465;0,789133858;0,766062992;0,737716535;0,691968504;0,631653543;0,584409449;0,536692913;0,529685039;0,517165354;0,526220472;0,526850394;0,547401575;0,559133858;0,58503937;0,617244094;0,629133858;0,636456693;0,63984252;0,643543307;0,634488189;0,64
0,766062992;0,737716535;0,691968504;0,631653543;0,584409449;0,536692913;0,529685039;0,517165354;0,526220472;0,526850394;0,547401575;0,559133858;0,58503937;0,617244094;0,629133858;0,636456693;0,63984252;0,643543307;0,634488189;0,64;0,688346457;0,752125984;0,748503937;0,738267717
0,584409449;0,536692913;0,529685039;0,517165354;0,526220472;0,526850394;0,547401575;0,559133858;0,58503937;0,617244094;0,629133858;0,636456693;0,63984252;0,643543307;0,634488189;0,64;0,688346457;0,752125984;0,748503937;0,738267717;0,731023622;0,701574803;0,652755906;0,605748031
0,526220472;0,526850394;0,547401575;0,559133858;0,58503937;0,617244094;0,629133858;0,636456693;0,63984252;0,643543307;0,634488189;0,64;0,688346457;0,752125984;0,748503937;0,738267717;0,731023622;0,701574803;0,652755906;0,605748031;0,559055118;0,53015748;0,517480315;0,517322835
0,58503937;0,617244094;0,629133858;0,636456693;0,63984252;0,643543307;0,634488189;0,64;0,688346457;0,752125984;0,748503937;0,738267717;0,731023622;0,701574803;0,652755906;0,605748031;0,559055118;0,53015748;0,517480315;0,517322835;0,518976378;0,545984252;0,606062992;0,719212598
0,63984252;0,643543307;0,634488189;0,64;0,688346457;0,752125984;0,748503937;0,738267717;0,731023622;0,701574803;0,652755906;0,605748031;0,559055118;0,53015748;0,517480315;0,517322835;0,518976378;0,545984252;0,606062992;0,719212598;0,785984252;0,818503937;0,823307087;0,806929134
0,688346457;0,752125984;0,748503937;0,738267717;0,731023622;0,701574803;0,652755906;0,605748031;0,559055118;0,53015748;0,517480315;0,517322835;0,518976378;0,545984252;0,606062992;0,719212598;0,785984252;0,818503937;0,823307087;0,806929134;0,79511811;0,798740157;0,801102362;0,797559055
0,731023622;0,701574803;0,652755906;0,605748031;0,559055118;0,53015748;0,517480315;0,517322835;0,518976378;0,545984252;0,606062992;0,719212598;0,785984252;0,818503937;0,823307087;0,806929134;0,79511811;0,798740157;0,801102362;0,797559055;0,806929134;0,836299213;0,841417323;0,800866142
0,559055118;0,53015748;0,517480315;0,517322835;0,518976378;0,545984252;0,606062992;0,719212598;0,785984252;0,818503937;0,823307087;0,806929134;0,79511811;0,798740157;0,801102362;0,797559055;0,806929134;0,836299213;0,841417323;0,800866142;0,786771654;0,758818898;0,698188976;0,621574803
0,518976378;0,545984252;0,606062992;0,719212598;0,785984252;0,818503937;0,823307087;0,806929134;0,79511811;0,798740157;0,801102362;0,797559055;0,806929134;0,836299213;0,841417323;0,800866142;0,786771654;0,758818898;0,698188976;0,621574803;0,567874016;0,53480315;0,525905512;0,519055118
0,785984252;0,818503937;0,823307087;0,806929134;0,79511811;0,798740157;0,801102362;0,797559055;0,806929134;0,836299213;0,841417323;0,800866142;0,786771654;0,758818898;0,698188976;0,621574803;0,567874016;0,53480315;0,525905512;0,519055118;0,532125984;0,54488189;0,602125984;0,716299213
0,79511811;0,798740157;0,801102362;0,797559055;0,806929134;0,836299213;0,841417323;0,800866142;0,786771654;0,758818898;0,698188976;0,621574803;0,567874016;0,53480315;0,525905512;0,519055118;0,532125984;0,54488189;0,602125984;0,716299213;0,763307087;0,78984252;0,785984252;0,772362205
0,806929134;0,836299213;0,841417323;0,800866142;0,786771654;0,758818898;0,698188976;0,621574803;0,567874016;0,53480315;0,525905512;0,519055118;0,532125984;0,54488189;0,602125984;0,716299213;0,763307087;0,78984252;0,785984252;0,772362205;0,756377953;0,757874016;0,768976378;0,75
0,786771654;0,758818898;0,698188976;0,621574803;0,567874016;0,53480315;0,525905512;0,519055118;0,532125984;0,54488189;0,602125984;0,716299213;0,763307087;0,78984252;0,785984252;0,772362205;0,756377953;0,757874016;0,768976378;0,75;0,777322835;0,826692913;0,808897638;0,784488189
0,567874016;0,53480315;0,525905512;0,519055118;0,532125984;0,54488189;0,602125984;0,716299213;0,763307087;0,78984252;0,785984252;0,772362205;0,756377953;0,757874016;0,768976378;0,75;0,777322835;0,826692913;0,808897638;0,784488189;0,765275591;0,734724409;0,676220472;0,611889764
0,532125984;0,54488189;0,602125984;0,716299213;0,763307087;0,78984252;0,785984252;0,772362205;0,756377953;0,757874016;0,768976378;0,75;0,777322835;0,826692913;0,808897638;0,784488189;0,765275591;0,734724409;0,676220472;0,611889764;0,557244094;0,534645669;0,519606299;0,526299213
0,763307087;0,78984252;0,785984252;0,772362205;0,756377953;0,757874016;0,768976378;0,75;0,777322835;0,826692913;0,808897638;0,784488189;0,765275591;0,734724409;0,676220472;0,611889764;0,557244094;0,534645669;0,519606299;0,526299213;0,526850394;0,553543307;0,616850394;0,718267717
0,756377953;0,757874016;0,768976378;0,75;0,777322835;0,826692913;0,808897638;0,784488189;0,765275591;0,734724409;0,676220472;0,611889764;0,557244094;0,534645669;0,519606299;0,526299213;0,526850394;0,553543307;0,616850394;0,718267717;0,773543307;0,794251969;0,791259843;0,781889764
0,777322835;0,826692913;0,808897638;0,784488189;0,765275591;0,734724409;0,676220472;0,611889764;0,557244094;0,534645669;0,519606299;0,526299213;0,526850394;0,553543307;0,616850394;0,718267717;0,773543307;0,794251969;0,791259843;0,781889764;0,765905512;0,765590551;0,758976378;0,754645669
0,765275591;0,734724409;0,676220472;0,611889764;0,557244094;0,534645669;0,519606299;0,526299213;0,526850394;0,553543307;0,616850394;0,718267717;0,773543307;0,794251969;0,791259843;0,781889764;0,765905512;0,765590551;0,758976378;0,754645669;0,776062992;0,816771654;0,822125984;0,796692913
0,557244094;0,534645669;0,519606299;0,526299213;0,526850394;0,553543307;0,616850394;0,718267717;0,773543307;0,794251969;0,791259843;0,781889764;0,765905512;0,765590551;0,758976378;0,754645669;0,776062992;0,816771654;0,822125984;0,796692913;0,791574803;0,768661417;0,701653543;0,629448819
0,526850394;0,553543307;0,616850394;0,718267717;0,773543307;0,794251969;0,791259843;0,781889764;0,765905512;0,765590551;0,758976378;0,754645669;0,776062992;0,816771654;0,822125984;0,796692913;0,791574803;0,768661417;0,701653543;0,629448819;0,577559055;0,550787402;0,540944882;0,531653543
0,773543307;0,794251969;0,791259843;0,781889764;0,765905512;0,765590551;0,758976378;0,754645669;0,776062992;0,816771654;0,822125984;0,796692913;0,791574803;0,768661417;0,701653543;0,629448819;0,577559055;0,550787402;0,540944882;0,531653543;0,543149606;0,564330709;0,621259843;0,722204724
0,765905512;0,765590551;0,758976378;0,754645669;0,776062992;0,816771654;0,822125984;0,796692913;0,791574803;0,768661417;0,701653543;0,629448819;0,577559055;0,550787402;0,540944882;0,531653543;0,543149606;0,564330709;0,621259843;0,722204724;0,799055118;0,810314961;0,801653543;0,782598425
0,776062992;0,816771654;0,822125984;0,796692913;0,791574803;0,768661417;0,701653543;0,629448819;0,577559055;0,550787402;0,540944882;0,531653543;0,543149606;0,564330709;0,621259843;0,722204724;0,799055118;0,810314961;0,801653543;0,782598425;0,765511811;0,767952756;0,777874016;0,769212598
0,791574803;0,768661417;0,701653543;0,629448819;0,577559055;0,550787402;0,540944882;0,531653543;0,543149606;0,564330709;0,621259843;0,722204724;0,799055118;0,810314961;0,801653543;0,782598425;0,765511811;0,767952756;0,777874016;0,769212598;0,79496063;0,83007874;0,832834646;0,801653543
