	0	1	2	3			0	1	2	3		0														
0	0,4223048985	0,4007341862	0,383284241	0,3598426878		0	0,402047244	0,373700787	0,354724409	0,342677165		0	0,0202576545	0,0270333992	0,028559832	0,0171655228	257,2722121556	343,3241694906	362,7098659057	218,0021401344	2,295843407	3,1654450457	3,4201778982	2,0857456968	2,7418030119	3,4201778982
1	0,3421663642	0,3429815173	0,3486104608	0,3540313542		1	0,343464567	0,356456693	0,375511811	0,38984252		1	-0,0012982028	-0,0134751757	-0,0269013502	-0,0358111658	-16,4871756494	-171,1347312006	-341,6471480707	-454,8018058007	-0,15759105	-1,6103766932	-3,1433172148	-4,115481003	-2,2566914902	-0,15759105
2	0,3877246082	0,3999132812	0,4038865566	0,415284127		2	0,398346457	0,426220472	0,442755906	0,450787402		2	-0,0106218488	-0,0263071908	-0,0388693494	-0,035503275	-134,8974799771	-334,1013231306	-493,6407370579	-450,8915925382	-1,2088671022	-2,9019484348	-4,2108738104	-3,8130367216	-3,0336815172	-1,2088671022
3	0,4483475685	0,4491281807	0,4599720538	0,4863547683		3	0,445433071	0,440314961	0,435748031	0,456220472		3	0,0029144975	0,0088132197	0,0242240228	0,0301342963	37,0141184019	111,9278907268	307,6450891314	382,7055627079	0,3148262175	0,9573032046	2,6443621222	3,2176354707	1,7835317538	3,2176354707
4	0,4894694686	0,5124674439	0,5326657891	0,5337914824		4	0,508425197	0,559606299	0,557874016	0,556771654		4	-0,0189557284	-0,0471388551	-0,0252082269	-0,0229801716	-240,7377507613	-598,6634592236	-320,1444812827	-291,8481787031	-1,9171597573	-4,5329254134	-2,428096179	-2,2158391813	-2,7735051328	-1,9171597573
5	0,5587245822	0,5539849997	0,5256695747	0,477666229		5	0,543385827	0,528346457	0,491653543	0,451968504		5	0,0153387552	0,0256385427	0,0340160317	0,025697725	194,8021909801	325,6094917398	432,0036030669	326,3611076223	1,4983631331	2,5418383422	3,4997051458	2,7564282737	2,5740837237	3,4997051458
6	0,4109521806	0,3809438348	0,3658972681	0,3569874465		6	0,41519685	0,378346457	0,369055118	0,352834646		6	-0,0042446694	0,0025973778	-0,0031578499	0,0041528005	-53,9073010751	32,9866978269	-40,1046942778	52,7405669412	-0,4739936789	0,3024914976	-0,3717872836	0,498445959	-0,0112108765	0,498445959
7	0,367100656	0,3742670119	0,3939462602	0,4163373411		7	0,356220472	0,367401575	0,397007874	0,421338583		7	0,010880184	0,0068654369	-0,0030616138	-0,0050012419	138,1783372135	87,1910483871	-38,8824950841	-63,5157725088	1,3006244097	0,8098741256	-0,3489723127	-0,5546744606	0,3017129405	1,3006244097
8	0,4346277118	0,457485795	0,4658206403	0,4757766128		8	0,442519685	0,465433071	0,484724409	0,494173228		8	-0,0078919732	-0,007947276	-0,0189037687	-0,0183966152	-100,2280599839	-100,9304049326	-240,0778621656	-233,6370135653	-0,8551882252	-0,8403164176	-1,9588598423	-1,8878233165	-1,3855469504	-0,8403164176
9	0,4926876426	0,4872345328	0,4909977317	0,5108680725		9	0,48007874	0,484724409	0,485590551	0,491968504		9	0,0126089026	0,0025101238	0,0054071807	0,0188995685	160,1330626937	31,8785726804	68,6711947076	240,024520074	1,3128889294	0,2601058477	0,5598043101	1,9438331718	1,0191580648	1,9438331718
10	0,5276529193	0,549937129	0,5698607564	0,5694024563		10	0,550944882	0,603700787	0,598818898	0,58992126		10	-0,0232919627	-0,053763658	-0,0289581416	-0,0205188037	-295,8079263859	-682,7984563372	-367,768398355	-260,5888071987	-2,2585930087	-4,9596749952	-2,6834614975	-1,9172219479	-2,9547378623	-1,9172219479
11	0,5836293697	0,571467638	0,5368559957	0,4848743677		11	0,578188976	0,554094488	0,52015748	0,476377953		11	0,0054403937	0,01737315	0,0166985157	0,0084964147	69,0930004436	220,6390052	212,0711488193	107,9044668669	0,5139700994	1,6795235232	1,6690630323	0,8881026077	1,1876648157	1,6795235232
12	0,433855176	0,400768429	0,384370476	0,3762359321		12	0,432440945	0,396299213	0,377874016	0,368031496		12	0,001414231	0,004469216	0,00649646	0,0082044361	17,9607333442	56,7590437195	82,5050420948	104,1963386191	0,1549407638	0,509827034	0,7569964407	0,9671091389	0,5972183444	0,9671091389
13	0,3836019635	0,3948755264	0,4221997857	0,4557495415		13	0,369448819	0,385984252	0,405669291	0,43007874		13	0,0141531445	0,0088912744	0,0165304947	0,0256708015	179,7449354046	112,9191852384	209,9372828091	326,0191793176	1,6655386896	1,0263514382	1,8657774875	2,8197472701	1,8443537214	2,8197472701
14	0,4420160055	0,4665136635	0,4764955044	0,4908528924		14	0,449370079	0,487952756	0,50015748	0,508188976		14	-0,0073540735	-0,0214390925	-0,0236619756	-0,0173360836	-93,3967332461	-272,2764743646	-300,5070903832	-220,1682617348	-0,791028485	-2,2141699141	-2,4133238876	-1,753769809	-1,7930730239	-0,791028485
15	0,5130010247	0,5121144652	0,5189268589	0,5408747792		15	0,502755906	0,506614173	0,502362205	0,517401575		15	0,0102451187	0,0055002922	0,0165646539	0,0234732042	130,1130077828	69,8537114056	210,3711045551	298,1096936498	1,0421546473	0,5573137978	1,6856659014	2,3526927124	1,4094567647	2,3526927124
16	0,557713747	0,5824030638	0,6015756726	0,5981111526		16	0,572677165	0,61503937	0,612755906	0,611417323		16	-0,014963418	-0,0326363062	-0,0111802334	-0,0133061704	-190,0354082884	-414,4810890688	-141,9889638435	-168,9883634586	-1,4210379747	-2,979520445	-1,0228278618	-1,2188125743	-1,660549714	-1,0228278618
17	0,6061413288	0,5950693488	0,559171021	0,5055320263		17	0,595984252	0,568818898	0,530314961	0,487086614		17	0,0101570768	0,0262504508	0,02885606	0,0184454123	128,9948755079	333,3807253137	366,4719618051	234,2567360943	0,9437038225	2,5021069138	2,855254863	1,9066965337	2,0519405333	2,855254863
18	0,4431444705	0,4094927907	0,3926872909	0,3850953281		18	0,442598425	0,401968504	0,396535433	0,375905512		18	0,0005460455	0,0075242867	-0,0038481421	0,0091898161	6,9347772564	95,5584410774	-48,8714045823	116,7106643757	0,0591654062	0,8528196436	-0,4388595958	1,0733002055	0,3866064149	1,0733002055
19	0,3908156157	0,3987472355	0,4227569103	0,4563933313		19	0,379606299	0,402283465	0,419606299	0,455275591		19	0,0112093167	-0,0035362295	0,0031506113	0,0011177403	142,3583215057	-44,9101141855	40,012763816	14,195301674	1,3035282624	-0,4006612023	0,3500985548	0,1194689587	0,3431086434	1,3035282624
20	0,4762716591	0,5030635595	0,5138645768	0,5263168216		20	0,471338583	0,51992126	0,550787402	0,546692913		20	0,0049330761	-0,0168577005	-0,0369228252	-0,0203760914	62,6500669249	-214,0927959415	-468,9198798297	-258,7763610954	0,5183689136	-1,6853719272	-3,5809078246	-1,9840248501	-1,6829839221	0,5183689136
21	0,5549749136	0,55347085	0,5567595363	0,5738581419		21	0,550629921	0,533307087	0,531181102	0,54015748		21	0,0043449926	0,020163763	0,0255784343	0,0337006619	55,1814059833	256,0797899837	324,8461151824	427,9984061187	0,421457313	1,9892782559	2,5287724996	3,3024568384	2,0604912267	3,3024568384
22	0,5741615891	0,5946180224	0,6134420037	0,6123270988		22	0,587401575	0,651496063	0,642204724	0,623464567		22	-0,0132399859	-0,0568780406	-0,0287627203	-0,0111374682	-168,1478203501	-722,3511150883	-365,2865474676	-141,4458455503	-1,2400281734	-5,0254008285	-2,562335491	-1,0090301437	-2,4591986592	-1,0090301437
23	0,6119905114	0,5969052315	0,5585976839	0,5028079152		23	0,618110236	0,584645669	0,550314961	0,50496063		23	-0,0061197246	0,0122595625	0,0082827229	-0,0021527148	-77,7205021992	155,696443443	105,1905809133	-27,3394778238	-0,5571362166	1,1511751829	0,8036563594	-0,2184885944	0,2948016828	1,1511751829
24	0,4644529223	0,4300937951	0,4105577469	0,4034713209		24	0,448110236	0,424409449	0,401417323	0,393700787		24	0,0163426863	0,0056843461	0,0091404239	0,0097705339	207,5521165714	72,1911949761	116,0833833675	124,0857801177	1,7602588128	0,6282958656	1,0366438949	1,1178899115	1,1357721212	1,7602588128
25	0,4111894965	0,4215635955	0,4510402083	0,4900330901		25	0,391338583	0,395984252	0,43	0,458740157		25	0,0198509135	0,0255793435	0,0210402083	0,0312929331	252,1066016682	324,8576628738	267,2106459141	397,4202505553	2,2773857414	2,9190193446	2,3113108374	3,3323851313	2,7100252637	3,3323851313
26	0,4924417436	0,5290814638	0,5490421057	0,5689333081		26	0,473307087	0,510787402	0,528267717	0,526929134		26	0,0191346566	0,0182940618	0,0207743887	0,0420041741	243,0101389761	232,334585035	263,8347361692	533,4530113817	2,0065241423	1,8458297047	2,0597606062	4,1702080309	2,520580621	4,1702080309
27	0,5235984325	0,5175163746	0,5187331438	0,5397006869		27	0,520787402	0,511496063	0,507086614	0,522913386		27	0,0028110305	0,0060203116	0,0116465298	0,0167873009	35,7000878693	76,4579571678	147,910928542	213,1987218314	0,2807935178	0,6070018829	1,179512987	1,6733280103	0,9351590995	1,6733280103
28	0,569443047	0,5956857204	0,6155128479	0,6127516031		28	0,571653543	0,624015748	0,626220472	0,607165354		28	-0,002210496	-0,0283300276	-0,0107076241	0,0055862491	-28,0732986074	-359,7913499647	-135,986826065	70,9453639069	-0,2101294807	-2,5653572191	-0,9676711458	0,5136873791	-0,8073676166	0,5136873791
29	0,602740109	0,588324666	0,5474886298	0,4903172255		29	0,592204724	0,571653543	0,535984252	0,494724409		29	0,010535385	0,016671123	0,0115043778	-0,0044071835	133,7993890787	211,7232623953	146,1055982881	-55,9712310058	0,9823022475	1,5847549585	1,1319872804	-0,4520005736	0,8117609782	1,5847549585
